Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Naive+PRC2i 1	LFQ intensity Naive+PRC2i 2	LFQ intensity Naive+PRC2i 3	log2 fold change	p-value
O43617;A0A087WWM0;A6NKE1;A0A087WYS5	O43617;A0A087WWM0;A6NKE1	Trafficking protein particle complex subunit 3	TRAPPC3	24.62673	24.9358	24.80848	25.08444	24.97088	21.66186	0.884608587	0.32238262
O43660;D6RA26;H0YA24;B7Z982;H0YAA2	O43660	Pleiotropic regulator 1	PLRG1	30.80816	30.71678	30.71522	30.79157	30.67565	30.70932	0.021209717	0.174148683
O43665	O43665	Regulator of G-protein signaling 10	RGS10	28.46369	28.44916	28.55472	28.2911	28.14399	28.22504	0.269145966	2.124667686
O43683;B4DYG2;A8K5A6;A0JLU2	O43683;B4DYG2;A8K5A6;A0JLU2	Mitotic checkpoint serine/threonine-protein kinase BUB1	BUB1	25.36015	25.21945	25.67363	25.15977	25.29719	25.4106	0.128551483	0.349783679
O43709;Q75ME3;F8WD87;F8WD67;E9PCQ7;B4DK37;H7C170;H7C0G4;F8VZ18;B3KR83;F2Z3D9	O43709;Q75ME3;F8WD87;F8WD67;E9PCQ7;B4DK37	Probable 18S rRNA (guanine-N(7))-methyltransferase	WBSCR22	27.28127	27.09104	27.2063	26.97126	27.00024	27.1335	0.157869339	0.993177514
O43719;B4DRS4;Q5H918;Q5H919	O43719;B4DRS4	HIV Tat-specific factor 1	HTATSF1	29.17954	29.19289	29.13519	28.91977	28.91231	29.05587	0.206555684	1.844681062
O43765;B4DEA6;K7EMD6	O43765;B4DEA6;K7EMD6	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	25.78786	25.8832	25.60668	25.52725	26.10087	25.66131	-0.003898621	0.006689309
O43776;B4DN60;K7EQ35;B4DGT6;K7EIU7;K7EJ19;K7EPK2;B4DF91;K7EMQ6	O43776;B4DN60	"Asparagine--tRNA ligase, cytoplasmic"	NARS	29.74926	30.02868	29.76351	29.74228	30.14504	29.78275	-0.042877197	0.097836036
O43815;Q3B874	O43815;Q3B874	Striatin	STRN	25.44443	25.31005	24.82148	24.12841	25.69896	25.35609	0.130831401	0.090841175
O43818	O43818	U3 small nucleolar RNA-interacting protein 2	RRP9	29.74296	29.88134	29.85403	29.63442	29.68627	29.46852	0.229708989	1.37287853
O43929;A8K7H4;Q96B14;Q53TH5;B7Z2M4;B7Z632;CON__Q2YDI2;C9JGH7;C9J2X8;Q53SE3;Q5THS9;Q6IQ08;Q96NJ5	O43929;A8K7H4;Q96B14;Q53TH5;B7Z2M4;B7Z632	Origin recognition complex subunit 4	ORC4;ORC4L	28.84861	28.75859	28.7356	28.51755	28.62822	28.52354	0.22450002	1.968240735
O60248;O95130	O60248	Protein SOX-15	SOX15	27.54628	27.58133	27.58914	26.85733	26.69458	27.06456	0.70009168	2.536694072
O60264;B7ZAX9;B4DZC0;Q4W5H1;Q4W5G3	O60264;B7ZAX9;B4DZC0	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5	32.92297	32.80628	32.96532	32.83123	32.67791	32.87051	0.104972839	0.624833605
O60287;REV__Q6IFA1	O60287	Nucleolar pre-ribosomal-associated protein 1	URB1	30.80617	30.6801	30.83861	30.77949	30.68804	30.7211	0.045413971	0.339869114
O60293;G3V1X1	O60293	Zinc finger C3H1 domain-containing protein	ZFC3H1	29.04973	28.94193	29.04398	28.98997	28.74294	28.80116	0.167189916	0.949837248
O60318;B7Z8Z8;B3KXE8;B3KWZ4;B3KT88	O60318;B7Z8Z8	Germinal-center associated nuclear protein	MCM3AP	29.13009	28.85183	29.13878	29.05647	28.84799	29.18293	0.011104584	0.027466741
O60341;A8K2R3;R4GMP9;R4GMQ1	O60341;A8K2R3	Lysine-specific histone demethylase 1A	KDM1A	30.97213	31.05459	30.9986	30.94601	30.98827	30.89085	0.066731771	0.830982636
O60488;Q8TAF6;B4DH39;D6RF95;H0Y9A0;D6RD96;D6RFW9;D6RDA8	O60488;Q8TAF6;B4DH39	Long-chain-fatty-acid--CoA ligase 4	ACSL4;FACL4	23.15995	22.52106	21.8065	22.90668	24.71586	23.24173	-1.125591278	0.762147372
O60493	O60493	Sorting nexin-3	SNX3	25.89738	26.3997	25.81157	25.57239	25.91588	25.95996	0.220134735	0.426258787
O60502;B3KMK2;H7C3X0;B4DYV7	O60502;B3KMK2	Protein O-GlcNAcase	MGEA5	27.84637	28.00715	27.96587	27.76002	28.00528	27.65322	0.133626302	0.509717091
O60506;B2R8Z8;Q05CK9	O60506;B2R8Z8;Q05CK9	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	31.81608	31.81425	31.81871	31.6634	31.64654	31.76228	0.125607173	1.594886346
O60524;G3V5V3;G3V4D9;G3V547	O60524;G3V5V3;G3V4D9	Nuclear export mediator factor NEMF	NEMF	23.37597	23.82736	23.65676	21.26949	23.81392	23.13772	0.879653931	0.497259489
O60566;H0YMK5;H0YN44;H3BTB9	O60566	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	BUB1B	21.91987	22.11613	23.05449	22.72149	22.23579	22.78253	-0.216433843	0.215423373
O60583;B4DH21;F8WDY7;F2Z2C9;C9JUL2;H7BZ27	O60583;B4DH21	Cyclin-T2	CCNT2	25.94913	26.17257	26.19314	25.94286	26.15312	25.84687	0.123995463	0.446010451
O60664;A0A140VJN8;K7ERZ3;K7EL96;K7ER39;K7EJD0	O60664;A0A140VJN8;K7ERZ3	Perilipin-3	PLIN3	27.26517	27.00282	27.05424	27.17293	27.06836	26.76838	0.104188283	0.289661672
O60684;B4DII5;B4DWX3;Q5TFJ7;G1UI19;S4R3E5	O60684;B4DII5;B4DWX3	Importin subunit alpha-7;Importin subunit alpha	KPNA6	28.54492	28.77916	28.70342	28.18428	28.58796	28.54174	0.237837474	0.753593865
O60701;Q9NQ82;Q9NQ81;E7ER83;E7ETF4;E7EV97;E7ER95;D6RHF4;Q9NY20;E9PBD2	O60701	UDP-glucose 6-dehydrogenase	UGDH	27.84512	28.045	27.96168	28.07597	28.15311	28.31168	-0.229654948	1.193988404
O60832;C9IYT0;U5UA77;H7C0M1;U5U7S7;H7C2Q9;H7C2Q2;H7BZF2;U5U768	O60832;C9IYT0;U5UA77	H/ACA ribonucleoprotein complex subunit 4	DKC1	31.2139	31.38371	31.43161	31.34789	31.32383	31.0932	0.088099162	0.349406838
O60869	O60869	Endothelial differentiation-related factor 1	EDF1	27.30077	27.24717	27.14783	27.25395	27.21308	27.28604	-0.019097646	0.143009407
O60870;B7Z421;S4R357	O60870;B7Z421	DNA/RNA-binding protein KIN17	KIN	28.2889	28.17802	28.34849	28.21252	28.22366	28.06301	0.105407079	0.663945762
O60885;A0A024R7H8;Q6PIS5;Q6NXE4;Q05BM2;Q5BJ26;M0QZD9;M0QYW0;Q96HN0;W8JJB1;M0R0H4	O60885;A0A024R7H8	Bromodomain-containing protein 4	BRD4	30.27564	30.05336	30.21605	30.03774	29.89386	29.93803	0.225139618	1.335234508
O60930;E5KN15;B3KUD4	O60930;E5KN15	Ribonuclease H1	RNASEH1	26.61274	26.24109	26.47397	26.16325	26.17573	26.63672	0.117364883	0.244267959
O60934;A8K1D3;A6H8Y5;A0A0C4DG07;A0PJ71;A0A087X1V5;E5RGU1;E5RGR7;E2QRP0;V9PAU0;V9PBC8;V9PAJ5;E5RGN7;G9HTF8;V9PBC6;V9PAP6	O60934;A8K1D3;A6H8Y5;A0A0C4DG07;A0PJ71	Nibrin	NBN	28.79687	28.66502	28.62509	28.64691	28.51927	28.61495	0.101949056	0.722878227
O75113;B3KMA4;I3L3R7	O75113;B3KMA4	NEDD4-binding protein 1	N4BP1	23.42342	24.26985	23.55544	21.85295	23.09896	22.64582	1.216990789	1.271220108
O75116;E9PF63;Q14DU5;B4DRJ9;D6REE7;C9JFJ0	O75116;E9PF63;Q14DU5;B4DRJ9	Rho-associated protein kinase 2	ROCK2	26.37214	26.21456	26.229	26.18365	26.13436	26.49744	8.46E-05	0.000221582
O75146;A0A024RBR4;B3KQW8;B4DPL0;B3KN98;B4DI31;H0YH66	O75146;A0A024RBR4;B3KQW8	Huntingtin-interacting protein 1-related protein	HIP1R	25.67562	25.98505	25.92859	26.46329	26.54315	26.62937	-0.682184855	2.514908635
O75151;B4DH04;Q8N359;E7ET14;A0A087WW48;Q6P2C5	O75151	Lysine-specific demethylase PHF2	PHF2	27.11078	26.88379	26.91696	26.86029	26.49095	26.93506	0.208405177	0.604561497
O75155;F8WBB8;C9JH00	O75155	Cullin-associated NEDD8-dissociated protein 2	CAND2	25.59121	24.95127	25.46248	25.91823	25.7754	25.36376	-0.350810369	0.613873534
O75164;B4DT38;B4DGH3	O75164;B4DT38	Lysine-specific demethylase 4A	KDM4A	31.03466	30.76129	30.85964	30.85631	30.74655	30.97275	0.026662827	0.092091127
O75182;M0QYC5;B7Z392;M0R271	O75182;M0QYC5	Paired amphipathic helix protein Sin3b	SIN3B	27.86638	27.76066	27.88274	27.84098	27.77033	27.79668	0.03392601	0.31999724
O75190;A0A0J9YX62;B4DVN1;B4DMJ9;E9PH18;B4DNN5;C9J2C4;A7UJ17;F8WCZ4;C9J2P2;B4DNF1;C9JDX6;C9JDR7;C9JB42;Q75MP3;Q8WWF6;C9JN01;Q49A72;A0A140VJI2;Q8NHS0;B4DJY6;C9JRD2;C9JXB9;P25686;A8K0R1	O75190;A0A0J9YX62;B4DVN1;B4DMJ9;E9PH18;B4DNN5;C9J2C4;A7UJ17;F8WCZ4;C9J2P2;B4DNF1;C9JDX6	DnaJ homolog subfamily B member 6	DNAJB6	29.51424	29.07722	29.03721	28.82517	29.06214	29.0224	0.239654541	0.637996168
O75319;H7C0E6;C9JYA6	O75319;H7C0E6;C9JYA6	RNA/RNP complex-1-interacting phosphatase	DUSP11	26.41971	26.7265	26.76395	26.64017	26.68806	26.52574	0.018732707	0.054168543
O75330;Q6PG44;B4DZK6;Q05DM0;Q6NSC0;Q05D84;Q6PIR6;E5RIH2;E5RI30	O75330;Q6PG44;B4DZK6;Q05DM0;Q6NSC0	Hyaluronan mediated motility receptor	HMMR	24.9126	24.88753	24.62645	25.64243	25.86828	25.20266	-0.762260437	1.616620617
O75340;Q53FC3;A0A024QZ42;E7EPW6;H0Y9X3;A0A087WZ38;D6RA21;Q86W51;B4DHG2	O75340;Q53FC3;A0A024QZ42	Programmed cell death protein 6	PDCD6	27.57593	27.69578	27.6702	27.80723	27.85875	27.78531	-0.169795354	1.792394282
O75362;H0UI66;A8K2T5;Q9BZ31;A2A326	O75362;H0UI66;A8K2T5	Zinc finger protein 217	ZNF217	29.19878	29.30661	29.33756	29.0633	29.05639	29.17069	0.184190114	1.51886931
O75367;Q59FH0;B4DJC3;D6RCF2	O75367;Q59FH0;B4DJC3	Core histone macro-H2A.1;Histone H2A	H2AFY	26.19026	25.48742	25.12135	26.05117	24.80769	24.32059	0.539857864	0.375335301
O75369;A0A024R321;E7EN95;Q68CT4;A0A0A0MT44;H7C5L4;A0A0C4DGA1	O75369;A0A024R321;E7EN95;Q68CT4	Filamin-B	FLNB;DKFZp686A1668	32.33615	32.09758	32.05103	32.39402	32.25558	32.28565	-0.150165558	0.700054963
O75376;A0A024RD47;A0A088AWL3;Q7Z516;E7EVK1;B4DZ48;Q9NSZ0;B4DJ25;Q05CG3;Q86W52;A5PKW7;J3KS51;E7EW50;E7EVU5;Q6PDT8;Q6NTH1;Q6PGR4;Q86YY1;Q86YY2;Q3B773;C9JAP0;J3QKP0;J3KS29;J3KRE4;J3KT44	O75376;A0A024RD47;A0A088AWL3;Q7Z516	Nuclear receptor corepressor 1	NCOR1	28.2907	28.07938	28.24068	28.09768	27.97131	28.20676	0.111671448	0.527020516
O75390;A0A024RB75;B4DJV2;B3KTN4;A0A0C4DGI3;H0YIC4;F8VTT8;Q0QEL2;F8W4S1;B7Z1E1;H0YH82;F8W1S4;F8W642;F8VPF9;F8VWQ5;F8VX68;F8VRP1;F8VX07;F8VZK9;F8VPA1;F8VR34;F8W0J2;F8VU34;F8VRI6	O75390;A0A024RB75;B4DJV2;B3KTN4;A0A0C4DGI3;H0YIC4	"Citrate synthase, mitochondrial;Citrate synthase"	CS	25.03892	25.67855	24.9718	26.46532	26.4946	25.78244	-1.017695745	1.458985081
O75391;I3L0X5;I3L4C3;I3L0Q5	O75391;I3L0X5;I3L4C3	Sperm-associated antigen 7	SPAG7	28.54078	28.32079	28.42238	28.42478	28.406	28.49351	-0.013446172	0.068135577
O75396;A0A087X1A9;I1VE16	O75396	Vesicle-trafficking protein SEC22b	SEC22B	25.39483	25.32279	24.66438	24.81592	25.19205	25.06192	0.104036331	0.150830674
O75400;B4DPY2;F5H578;Q05C41;Q4ZG51	O75400;B4DPY2	Pre-mRNA-processing factor 40 homolog A	PRPF40A	32.55744	32.34438	32.52629	32.44055	32.24748	32.50223	0.079279582	0.320214548
O75420;A4D2E1;A2VDH9	O75420;A4D2E1;A2VDH9	PERQ amino acid-rich with GYF domain-containing protein 1	GIGYF1;PERQ1	24.82886	24.50755	21.54331	24.37438	24.86268	25.4367	-1.26468277	0.508036541
O75436;B4DLT1;S4R3Q6;A8K3C1;S4R2Y3	O75436;B4DLT1;S4R3Q6;A8K3C1	Vacuolar protein sorting-associated protein 26A	VPS26A	26.0446	26.45012	26.21188	26.16004	26.76319	25.94858	-0.055072149	0.071170465
O75437;A8K5H1;F5H2M4;B4E0L9;A0A087X0A2;A0A087WZJ7;Q7Z2R1	O75437;A8K5H1;F5H2M4;B4E0L9;A0A087X0A2;A0A087WZJ7	Zinc finger protein 254	ZNF254	24.22751	24.30584	24.60093	21.46053	24.32951	23.636	1.236085256	0.639853008
O75446	O75446	Histone deacetylase complex subunit SAP30	SAP30	26.92388	26.88565	26.8225	26.56544	26.62826	26.71463	0.241236369	2.000333312
O75448;A0A0B4J1W0;F5GY88;B4DSQ6;B4E1A5;F5H5K2;B4DV99;B4DDR8;B4E0S3;B9TX72;B9TX65;B9TX69;E9PFL1;B9TX71;B9TX63;B9TX64;J3KSU0;B9TX62;F5H2D6;J3QRH9;J3KSL1;F5H0M2;J3QLC0;B9TX73;B9TX76;J3QLF8;B9TX75;F5H3E6;B9TX68;J3KTL3;B9TX74;B9TX66;B9TX67;H0YEG1	O75448;A0A0B4J1W0;F5GY88;B4DSQ6;B4E1A5;F5H5K2;B4DV99;B4DDR8;B4E0S3	Mediator of RNA polymerase II transcription subunit 24	MED24	28.1454	28.01095	28.08613	28.01361	27.9496	28.08162	0.065882365	0.533103092
O75475;Q05CM9;Q8N4N4	O75475;Q05CM9	PC4 and SFRS1-interacting protein	PSIP1	32.32898	32.12247	32.32475	32.26794	32.01897	32.07737	0.137306213	0.606645491
O75525;E5RG12;E5RJZ9;H0YAQ1;H0YAQ3;E5RHD3	O75525;E5RG12;E5RJZ9	"KH domain-containing, RNA-binding, signal transduction-associated protein 3"	KHDRBS3	25.93073	26.46775	25.97712	26.34245	26.76674	26.8903	-0.541293462	1.0651996
O75528;A0A024R2D7;A8K899;C9JMS0	O75528;A0A024R2D7;A8K899	Transcriptional adapter 3	TADA3;TADA3L	25.98083	25.73314	25.98274	26.04103	25.87659	26.36011	-0.193674088	0.517142642
O75529;Q5TDI7	O75529	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	TAF5L	26.12652	26.03867	26.00858	26.06799	26.12479	26.01316	-0.010723114	0.078996644
O75530;B4DVW7;E9PJK2;E9PMU3;H0YEL4;B4DFK0	O75530;B4DVW7;E9PJK2	Polycomb protein EED	EED	28.6237	28.4626	28.4988	28.61214	28.54484	28.61193	-0.061271032	0.498278995
O75531;A0A024R5H0;B2R4V4	O75531;A0A024R5H0;B2R4V4	"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed"	BANF1	29.32234	29.68814	29.63713	29.27731	29.2266	29.39256	0.250382741	0.940794607
O75533;Q7Z497;A0JLT9;Q32Q20;A0PJH5;B4DGZ4;H7C341;Q9NTB4;A8K355;F8WC19	O75533;Q7Z497;A0JLT9;Q32Q20	Splicing factor 3B subunit 1	SF3B1	33.4956	33.42117	33.54075	33.42767	33.26234	33.33817	0.143107096	1.137841383
O75569;F8WEG8;G5E9Q4;C9JMM3;B4DJC7	O75569;F8WEG8;G5E9Q4;C9JMM3	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	PRKRA	24.56151	25.25259	24.36753	24.55133	24.88115	25.00256	-0.084470113	0.10094948
O75582;G3V2D1	O75582	Ribosomal protein S6 kinase alpha-5	RPS6KA5	23.5418	23.48677	23.03441	23.60648	23.65731	23.95082	-0.383881251	0.928241326
O75593;Q6P0Y2	O75593	Forkhead box protein H1	FOXH1	23.07736	23.82736	24.45501	23.55133	23.93598	23.51208	0.12011083	0.102724286
O75607	O75607	Nucleoplasmin-3	NPM3	29.64652	29.69477	29.51375	29.55655	29.48522	29.26553	0.182579676	0.821551543
O75643;A4FU77;Q9H8B9;B4E150;Q9UNV9;A2RRQ7;B4E0P5;Q7L5W4;Q9P172;Q5ZF01	O75643;A4FU77	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	34.03666	33.88285	34.0615	34.00813	33.87756	34.0684	0.008972168	0.038387016
O75663	O75663	TIP41-like protein	TIPRL	26.52979	26.32253	26.42557	26.42832	26.65239	26.29325	-0.032026291	0.094889248
O75676;E9PJN1;A0PJF8;A0A0A6YYC0;B4DPV1;Q86VU2;E9PKU3	O75676;E9PJN1;A0PJF8;A0A0A6YYC0;B4DPV1;Q86VU2	Ribosomal protein S6 kinase alpha-4;Ribosomal protein S6 kinase	RPS6KA4	26.41379	26.35941	26.45529	26.60583	26.5455	27.09527	-0.339370728	0.897888429
O75691;B4DN27	O75691	Small subunit processome component 20 homolog	UTP20	31.95199	31.89009	32.04508	32.03735	31.88522	31.93403	0.010187149	0.055302891
O75717;A8KAE0;B3KMD2;B3KMC2;B3KMD9;Q05DR3;C9JYB3;H3BSQ1	O75717;A8KAE0;B3KMD2;B3KMC2	WD repeat and HMG-box DNA-binding protein 1	WDHD1	33.33751	33.2735	33.29762	33.15192	33.12135	33.23535	0.1333402	1.577194649
O75794;X6RA30;X6RF82;X6RKY7;H7BZW7	O75794;X6RA30;X6RF82;X6RKY7	Cell division cycle protein 123 homolog	CDC123	26.41188	26.25081	26.17866	26.31024	26.38007	26.26182	-0.036926905	0.182690732
O75818;A0A087X1N3;X6RLL4;F8WC38	O75818;A0A087X1N3;X6RLL4;F8WC38	Ribonuclease P protein subunit p40	RPP40	26.09798	26.89758	26.39722	26.2094	26.4507	26.11388	0.206264496	0.335267475
O75832;B1AJY5;B1AJY7;B1AJY6	O75832;B1AJY5;B1AJY7;B1AJY6	26S proteasome non-ATPase regulatory subunit 10	PSMD10	27.96609	27.66729	27.81556	27.50937	27.62366	28.05087	0.088344574	0.180734893
O75844;B3KNM6	O75844;B3KNM6	CAAX prenyl protease 1 homolog	ZMPSTE24	24.53866	24.49405	24.48567	24.96023	24.90711	24.66063	-0.336526871	1.638871032
O75884	O75884	Putative hydrolase RBBP9	RBBP9	26.59634	26.4948	26.14303	25.97406	26.0384	26.14841	0.357765834	1.148649945
O75886	O75886	Signal transducing adapter molecule 2	STAM2	23.26399	23.41983	22.53743	23.13231	23.45513	23.22	-0.195397695	0.271364079
O75934;B2R7W3;Q53HE3	O75934;B2R7W3;Q53HE3	Pre-mRNA-splicing factor SPF27	BCAS2	29.43758	29.46875	29.53195	29.37824	29.43438	29.48644	0.046403249	0.482638443
O75937;S4R3J5	O75937	DnaJ homolog subfamily C member 8	DNAJC8	29.69586	29.5233	29.70548	29.41438	29.32343	29.5122	0.224874496	1.309159426
O75940	O75940	Survival of motor neuron-related-splicing factor 30	SMNDC1	29.18731	29.2366	29.10069	28.99307	29.03907	29.06882	0.141213099	1.444708988
O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87;I3L3U9;I3L3C4;I3L234;I3L1A3;J3KPU7;I3L2F2;I3L4T8;I3L1Y4	O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87	Ribosomal L1 domain-containing protein 1	RSL1D1	32.79351	32.78093	32.79606	32.63852	32.51418	32.49458	0.241076152	2.221532859
O76071;B4DRZ6;B2RDJ6	O76071;B4DRZ6;B2RDJ6	Probable cytosolic iron-sulfur protein assembly protein CIAO1	CIAO1	24.52975	24.29271	22.83768	23.87427	24.22295	23.95385	-0.13031133	0.085670538
O94822;H7BYG8;S4R3T2;G1UI34	O94822	E3 ubiquitin-protein ligase listerin	LTN1	25.4768	25.4095	25.47917	25.63901	25.67933	25.3065	-0.086458842	0.290615767
O94826;B4DZ87;B3KQK0;B3KQK5	O94826;B4DZ87	Mitochondrial import receptor subunit TOM70	TOMM70A	25.90766	25.80971	25.27309	26.05629	26.37375	26.08683	-0.508804957	1.079144197
O94864	O94864	STAGA complex 65 subunit gamma	SUPT7L	25.5775	25.59645	25.42851	25.60113	24.79447	24.22795	0.65963618	0.754200974
O94874;B7ZAY8	O94874	E3 UFM1-protein ligase 1	UFL1	25.13069	24.15754	24.80804	25.43673	25.4592	25.26051	-0.686726252	1.102078005
O94888;C9JAT7;B4E126;C9JD50;F8WB69;H7BYF4	O94888	UBX domain-containing protein 7	UBXN7	27.52977	27.25034	27.36878	27.52582	27.4008	27.4291	-0.068944931	0.315561226
O94905;E5RHW4;E5RJ09	O94905;E5RHW4	Erlin-2	ERLIN2	23.28968	23.888	21.86707	24.18684	24.77148	23.79323	-1.235596975	0.866579769
O94906	O94906	Pre-mRNA-processing factor 6	PRPF6	31.85348	31.53714	31.78453	31.78831	31.64526	31.88551	-0.047973633	0.150704664
O94913;E9PKN0;E9PNY7	O94913;E9PKN0	Pre-mRNA cleavage complex 2 protein Pcf11	PCF11	29.88431	29.66333	29.84575	29.73778	29.51525	29.81626	0.108030955	0.405353748
O94973;A0A0G2JS82;B7Z5S9;B7Z1Q4;Q8N2F8;B3KMI7;E9PR62;A0A0G2JRF9;A0A0G2JQA4;A0A0G2JRS3;E9PNC4;Q9UFK5	O94973;A0A0G2JS82;B7Z5S9;B7Z1Q4	AP-2 complex subunit alpha-2	AP2A2	27.15025	27.29588	26.95549	27.59946	27.80249	27.34477	-0.448367437	1.273984384
O94979;D6REX3;A0A024RDD3;A0A024RDH6;A0A1S5UZ19;D6RHZ5;H7BXG7;H0YAB3;H0Y8V7;H0Y9K1;H0Y9T9;H0Y8W8;D6RCQ9;D6RE64;D6RHE8;H0YAF5;D6RBT0;H0Y9V3	O94979;D6REX3;A0A024RDD3;A0A024RDH6;A0A1S5UZ19;D6RHZ5;H7BXG7	Protein transport protein Sec31A	SEC31A;SEC31L1	27.78444	28.28277	27.77825	27.87179	28.61193	28.06666	-0.234973907	0.351831742
O95059	O95059	Ribonuclease P protein subunit p14	RPP14	23.34652	23.83239	24.02707	21.93321	23.90178	23.24179	0.709730148	0.506875758
O95071;E7EMW7;E7ET84;B3KML2;E5RFK7;H0YBB4;Q49A65;H0YAV7	O95071;E7EMW7	E3 ubiquitin-protein ligase UBR5	UBR5	29.27751	29.37231	29.38725	29.25302	29.36653	29.33204	0.028489431	0.232701589
O95155;B4E2Y2;K7EP75;K7ERA7;B1AQ61	O95155;B4E2Y2	Ubiquitin conjugation factor E4 B	UBE4B	26.85281	26.68846	26.63243	26.49347	26.70622	26.76319	0.070267995	0.26642053
O95218	O95218	Zinc finger Ran-binding domain-containing protein 2	ZRANB2	29.50747	29.51337	29.38278	29.19693	29.22945	29.46768	0.169855118	0.825231606
O95219;F8W9T3;Q9H398;F8WDD4	O95219;F8W9T3	Sorting nexin-4	SNX4	24.18918	24.44727	24.40775	24.27611	24.69663	22.943	0.376154582	0.283578157
O95235;D6RBN1;D6R9E4;H0YAC9	O95235	Kinesin-like protein KIF20A	KIF20A	28.66601	28.7674	28.89501	28.53103	28.60894	29.01781	0.056879044	0.12641245
O95239;Q6PKB2;B3KNC0;B4DYE2;Q2VIQ3;Q5JRK0;H0Y718;Q17RI8;B7ZKX5;Q6ZMV9	O95239;Q6PKB2;B3KNC0	Chromosome-associated kinesin KIF4A;Kinesin-like protein	KIF4A	30.02631	29.84124	30.07584	29.8847	29.79987	30.13602	0.040933609	0.120800085
O95243;D6RBI7	O95243	Methyl-CpG-binding domain protein 4	MBD4	26.51432	26.33516	26.487	26.37011	26.39498	26.53817	0.011072795	0.049694435
O95251;E7EUP3;B7Z4D9;B3KVJ2;B4DJ40;D6RFZ5	O95251;E7EUP3;B7Z4D9;B3KVJ2;B4DJ40	Histone acetyltransferase KAT7;Histone acetyltransferase	KAT7	29.54788	29.38529	29.53193	29.58483	29.47268	29.58692	-0.059777578	0.394226643
O95373;B3KQG6;B3KNG9;E9PLB2;E9PLJ0	O95373;B3KQG6	Importin-7	IPO7	30.23398	30.24377	30.14394	29.99766	30.19261	29.87531	0.185371399	0.883937093
O95396	O95396	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	MOCS3	25.85816	25.96219	26.16967	25.5609	26.11038	25.97482	0.114639282	0.239001264
O95400;A0A024QZC1;A0A0S2Z5J7	O95400;A0A024QZC1	CD2 antigen cytoplasmic tail-binding protein 2	CD2BP2	27.77656	27.76053	27.73944	27.46053	27.48232	27.58842	0.248418808	2.428821006
O95429;B2RA34;H0YBT1	O95429;B2RA34	BAG family molecular chaperone regulator 4	BAG4	25.65892	25.91141	25.81132	25.40721	25.41893	25.93912	0.205465317	0.467692566
O95433;G3V438;H0YJG7;H0YJ63;H0YJU2;G3V3W9	O95433;G3V438;H0YJG7	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	28.82627	28.79461	28.68144	28.74785	28.74137	28.58524	0.07595253	0.478000042
O95453;B3KN69;H3BRK1;F5H1Z4;B4E0E8	O95453;B3KN69;H3BRK1	Poly(A)-specific ribonuclease PARN	PARN	30.49743	30.33565	30.42312	30.33543	30.25248	30.50881	0.053159078	0.235275031
O95456;B2RD51;F8WBH7	O95456;B2RD51	Proteasome assembly chaperone 1	PSMG1	26.22411	26.31798	26.41778	26.20122	26.49155	26.51005	-0.080981572	0.285091976
O95470;H0Y3V8;H7BXL7	O95470	Sphingosine-1-phosphate lyase 1	SGPL1	24.62422	25.12428	24.74458	24.57462	25.23297	24.11648	0.189666112	0.205032989
O95486;B4E205;H0Y9J6	O95486;B4E205	Protein transport protein Sec24A	SEC24A	25.52916	25.85977	25.24735	25.5285	25.89361	25.63195	-0.139259338	0.268242977
O95487;B4E2E1;B4DTM6	O95487;B4E2E1;B4DTM6	Protein transport protein Sec24B	SEC24B	25.5719	25.84467	25.71219	25.84544	26.18681	26.10303	-0.335504532	1.217911739
O95551;I3QNV0;X6R5A3	O95551	Tyrosyl-DNA phosphodiesterase 2	TDP2	25.95848	25.74668	25.90924	26.19012	25.82063	26.17838	-0.19157664	0.629217847
O95602;B7ZKR9;B9ZVN9;B7Z284;B7Z8X7;Q53T12;Q96AG9;Q9H6T2	O95602;B7ZKR9;B9ZVN9;B7Z284;B7Z8X7;Q53T12	DNA-directed RNA polymerase I subunit RPA1;DNA-directed RNA polymerase	POLR1A	30.86046	30.84289	30.79498	30.68704	30.67253	30.72615	0.137535731	2.256262718
O95613;B4DKV6;Q8IWJ7	O95613	Pericentrin	PCNT	26.51859	26.13522	25.81717	26.36122	26.74188	27.01457	-0.548897425	0.924138428
O95619;F8W0J4;F8W1B9;F8VTR4	O95619;F8W0J4;F8W1B9	YEATS domain-containing protein 4	YEATS4	27.61961	27.45826	27.72904	27.54709	27.54126	27.8197	-0.03371493	0.100064756
