Accession	Description	Naive 1	Naive 2	Naive 3	Naive 4	Naive 5	Naive 6	Naive 7	Naive+PRC2i 1	Naive+PRC2i 2	Naive+PRC2i 3	Naive+PRC2i 4	Naive+PRC2i 5	Primed 1	Primed 2	Primed 3	Primed 4	Primed 5	Primed+PRC2i 1	Primed+PRC2i 2	Primed+PRC2i 3	Primed+PRC2i 4	Primed+PRC2i 5	Primed+PRC2i 6
G6PI_HUMAN	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	136.8700556	168.6834036	175.0952362	113.7278141	171.5593635	245.7710087	107.7975139	71.82240707	87.65783644	139.4352642	115.6127919	91.17023751	47.31552513	87.82160035	63.042534	93.5574319	116.6447109	49.75152374	19.67026231	62.4523719	21.23389018	63.81225646	154.1456445
ATPD_HUMAN	"ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2"	5164.959149	10988.4536	5349.570654	6146.342962	5926.815071	6608.595755	7953.490525	5254.327484	7297.734145	9840.421295	3236.52174	7181.118584	4561.931441	2727.640417	3199.264707	4971.199914	4097.933679	4662.531509	4813.30246	3392.221557	3479.19579	2754.971795	3494.124748
ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2	286.2582242	718.5407259	509.368077	401.5910737	424.0968258	690.709183	660.831039	485.9959149	507.6593102	709.4224654	575.845532	599.9878665	1069.485234	848.2095288	450.0102706	979.6352395	665.6433531	998.9800892	888.8669051	1038.031692	799.079149	782.9155652	1229.379329
REN3B_HUMAN	Regulator of nonsense transcripts 3B OS=Homo sapiens OX=9606 GN=UPF3B PE=1 SV=1	216.7126561	625.6652911	451.1336174	1208.211723	951.258918	1344.497912	491.0709332	191.3102488	266.3146141	185.6740574	75.30811865	170.5513488	488.7728705	463.5454963	380.5788576	88.6403113	219.6845274	135.597127	299.9717399	247.0302906	222.3596238	274.80429	316.0288963
FAS_HUMAN	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	57.38489951	3184.514898	81.6616861	3045.332609	4321.113245	10292.49665	2577.770457	36.59134601	44.74338078	184.5928568	150.350598	39.63473017	187.8047807	62.92977957	29.11352986	45.51947546	234.9110334	427.6563651	10.65895883	38.51302594	64.68701488	26.51343644	141.7657246
ODO1_HUMAN	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3"	0	69.32195779	91.4871542	51.3137122	28.78016642	17.51152627	49.4326952	20.81032293	26.44766197	0	30.31000652	16.91009496	6.668444954	0	0	0	0	0	0	3.094734988	0	0	11.87911952
CALD1_HUMAN	Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3	176.9270946	201.6918379	116.9368132	231.5764274	203.997765	365.3482887	161.4881577	164.641415	97.14785439	135.4572791	236.7307366	78.88428209	645.4702284	582.3669746	167.454485	830.4783017	951.0316827	206.0874781	186.5719435	450.7952468	140.7533826	689.6233112	517.2141653
RBM8A_HUMAN	RNA-binding protein 8A OS=Homo sapiens OX=9606 GN=RBM8A PE=1 SV=1	1151.660529	1183.211131	2082.043612	1672.257401	814.4110583	1704.556277	1520.311952	774.1068977	1520.711731	1893.163318	1561.809058	1822.008181	1152.25295	688.0507345	737.4995292	979.0156858	494.972492	631.1199374	779.4821389	959.8663368	854.5017489	469.8929903	1079.603299
LYRM7_HUMAN	Complex III assembly factor LYRM7 OS=Homo sapiens OX=9606 GN=LYRM7 PE=1 SV=1	123.4461289	429.5077661	625.3175087	685.854233	142.0285456	693.4132769	314.3464094	143.6254427	587.6459443	13.5967911	547.5075443	178.6402003	88.90496107	95.67168704	20.08242724	0	10.48308211	12.38752443	18.12177297	73.25245079	13.73371905	49.56199997	97.83006893
PERM_HUMAN	Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1	0	214.0843991	10.15276046	160.0746734	115.9272004	172.0084842	189.2287206	3.168881052	4.384575332	116.4178921	3.083885769	3.410390707	5.899836522	0	0	0	0	56.32019848	0	0	0	0	0
PINX1_HUMAN	PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=2	971.8433164	992.6076889	838.0882969	894.0585645	787.8198718	875.1171589	900.1579383	686.2735413	769.6660995	1158.045366	606.0953073	859.9591922	632.0124968	577.2513061	620.9002215	859.4961428	788.3136085	794.0682131	684.4347755	563.926974	536.171619	557.2450069	501.3067119
VINC_HUMAN	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	150.3090563	187.8674039	205.392083	127.940291	170.2793796	326.166842	193.3687797	84.6868736	145.3908168	100.7860792	141.4748851	166.0891013	314.6988131	456.2007896	243.245096	221.0309367	296.5556018	113.6082619	121.3643229	151.8864998	165.2237421	278.2304846	270.468609
PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1	0	2.730249242	0	0	0	0	0	3.441054725	0	0	0	23.24877827	0	11.88875306	58.80515889	338.703365	6.221811424	84.68595535	0	60.3061142	59.2527106	40.23335025	117.8914597
ORC2_HUMAN	Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2	318.9986701	500.0447155	519.8758543	630.9882076	518.6049961	721.8733079	560.7772804	190.4917914	251.6983346	418.3974414	368.3666281	276.0232847	390.0500842	521.2285921	233.3639911	364.9184499	262.1941509	174.1872184	224.0829656	333.6305797	316.0727235	316.3788239	360.9284625
ENAH_HUMAN	Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2	0	0	25.93558732	1.020606301	0.812889509	4.106228488	4.393926064	0	30.40547559	0	1.920305675	2.768941034	122.6626582	45.32179622	92.25096695	2.452009775	100.4508435	1.052806405	61.47462425	110.6269816	87.83175886	39.0667736	99.61911464
LYAR_HUMAN	Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2	564.1336153	1012.104595	550.4063505	943.7646265	921.8956083	1716.762473	990.0425562	341.8455322	395.5078472	288.6889643	864.9963271	324.7604883	690.2450203	576.8348684	296.0864703	294.687252	276.70091	196.4720495	432.2515757	342.3885974	352.8484991	478.5800754	650.5351581
MIF_HUMAN	Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	3350.708367	3013.649697	2950.796458	2727.698125	2326.626313	4906.299233	2695.768831	1743.474325	3203.580571	2920.9649	855.8471314	2835.000942	1419.463787	1225.131541	1582.119725	2263.228123	2457.513356	1417.178785	1310.936187	1302.789613	1561.659363	1221.991588	1879.134918
SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1	3523.536888	6902.221722	6368.495384	5660.244593	6019.504768	12769.19866	8115.122286	3947.725161	5666.389294	7308.967133	4927.109591	6316.171508	4258.406298	4685.10968	2419.088557	5234.521957	4163.095282	2634.641467	3649.164179	3878.755796	3550.943624	4093.932347	3146.845438
RL15_HUMAN	60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2	977.9074902	1735.862784	2416.128391	2081.06527	1990.486617	2861.920154	1998.710127	1000.707681	1118.041353	1487.230122	2072.546395	1712.432619	1458.787319	1303.151433	741.3125877	1506.969125	786.6729224	548.1927894	817.9896289	958.6326005	808.6061217	1233.186767	1299.602941
THIM_HUMAN	"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"	123.5710421	471.5796484	511.6445313	404.3852416	159.860213	202.4421666	286.9845137	146.3799097	232.3786689	55.28766106	373.2114585	132.9440637	128.4958351	88.63511987	6.465705491	0	0	0	6.312431896	92.15430132	7.872096792	69.47652905	90.9907767
K1C18_HUMAN	"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2"	2109.234278	4538.556603	5540.364491	4338.617859	3736.150443	7930.826988	4341.624119	3086.320438	4857.220418	3629.375541	4388.721201	4634.031887	2211.90785	1914.654917	2229.856671	2512.302504	2303.716681	2003.473989	1765.040104	3860.523949	2319.101523	2158.714038	4544.978471
GPTC4_HUMAN	G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2	657.1389851	664.7592557	657.8626955	566.8133387	512.5458585	638.5068766	512.8663591	403.4693037	488.2577495	692.3072249	375.4261118	514.6076945	495.4704225	489.2291322	451.3877356	670.4644567	443.6162688	469.0166222	489.6561809	362.7816	400.9966513	340.5608496	355.1850555
RL31_HUMAN	60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1	8771.171202	10965.24662	9469.05453	9457.672327	9386.370286	12994.03118	9126.206387	6726.824004	9217.46838	7312.028816	6991.341605	7330.601881	7730.766654	8049.37873	7462.923228	6563.00471	6667.638023	5662.640102	9807.026027	6791.824664	7817.823499	8819.175793	8386.21744
LC7L2_HUMAN	Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2	720.2982715	227.307584	829.8077407	261.0583925	918.7774707	861.9742267	213.8252943	136.4827535	417.4455508	268.9706923	502.6382389	449.6083629	131.151914	152.8290872	172.2607291	102.8579842	108.6123294	53.53044041	222.0428675	125.2207378	204.2323777	140.7942152	442.7476594
NEP1_HUMAN	Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4	0	26.34983368	0	34.58690495	15.34388827	173.6595782	58.32345886	0	11.71013781	0	13.76195903	0	0	0	0	0	0	0	0	0	0	0	0
HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1	1084.056512	1678.403389	1199.919182	975.0299383	1247.237423	1685.638596	1474.229324	853.7770998	860.4272172	1382.365539	884.8997181	1160.604054	1436.152402	1802.621015	1453.582552	2867.809894	1662.489495	1835.780545	1288.124265	1402.445346	1280.748578	1851.669588	1584.293768
PWP2A_HUMAN	PWWP domain-containing protein 2A OS=Homo sapiens OX=9606 GN=PWWP2A PE=1 SV=2	820.4833795	1334.55746	1055.281533	1128.798308	1161.855182	1084.357539	1137.817883	779.0195147	879.0403318	843.9212418	1100.104213	825.0277269	1421.272382	1634.384921	1145.825635	1767.739553	1333.320218	969.492585	1218.583226	796.5652365	619.1700061	1280.37863	1154.690903
EF1D_HUMAN	Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5	325.3434256	309.9186106	307.1885088	388.3233406	304.7389531	556.8014192	241.4505321	198.2891465	266.5501565	264.5900148	229.724255	286.3672316	266.2948715	207.2392123	201.999897	311.2059699	381.2169141	238.9916167	189.5301516	202.3262096	217.1380914	216.2997656	163.1899744
TPD54_HUMAN	Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	148.1639377	359.1415802	246.6634436	369.28007	349.5043483	643.4220144	337.2462688	120.7136137	496.5413762	60.01268111	205.8071549	205.0707755	186.2121866	70.92676013	198.3192733	24.04813653	104.0296277	25.71835202	109.0701676	72.41283142	163.1176135	80.44747064	70.61820967
HMGB3_HUMAN	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	12990.67112	16577.24088	12671.11274	8271.251339	14736.8309	14306.28725	11152.69937	11424.60528	17539.1794	5954.674128	4222.467657	10466.51728	6575.801827	6140.414753	10776.43953	2512.981373	5647.720356	4827.49322	6339.764128	4327.194444	3371.985182	6853.372183	7700.05369
TBB5_HUMAN;TBB2A_HUMAN;TBB3_HUMAN	Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2	2283.513188	3316.560525	3376.456224	2325.798204	2835.214331	4651.578831	2810.184206	1555.942187	2030.177615	1795.902689	1419.88443	2225.115998	2338.386544	1819.162449	1964.223285	2317.970828	2666.494588	1734.586491	1631.755628	1538.862204	2097.078245	1857.232491	3414.286293
CDC5L_HUMAN	Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2	767.8377173	654.3133569	962.9213161	591.0523823	622.3490345	624.2546455	810.9125695	428.7342602	614.0475372	892.0743017	395.3154118	788.6100155	494.808245	421.0822017	337.6729368	612.3505887	502.0219001	336.059299	503.7241564	458.6405604	425.4949652	396.8929779	494.2239483
RL23_HUMAN	60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1	5407.846016	5831.311451	6494.337147	6120.112821	5404.690301	8311.618905	6374.096637	4073.338531	5221.375411	4005.72134	6584.27398	4775.744509	5135.448739	4539.302257	2816.151411	2959.172364	2981.722414	2313.205612	5452.456433	4502.446874	3471.509112	4460.4608	5139.587647
KCRU_HUMAN	"Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1"	390.4865534	699.5963636	662.9133802	521.2081781	529.188635	260.3273479	637.4871298	548.2406655	564.8080025	283.3840047	553.2281342	546.9901559	357.5066444	351.1649657	157.807101	34.15301957	129.7020889	28.90581563	138.8124332	230.5786936	162.7824861	295.8971148	260.5179015
LAMB1_HUMAN;LAMB2_HUMAN	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	189.813634	261.696284	1414.576439	236.8805548	282.6143939	1107.927342	258.4930549	160.7964029	228.8733493	346.8865148	775.5617362	285.4132234	85.55542092	337.2522035	65.43367526	243.5333904	153.0326106	118.6355583	73.74837374	83.19409294	104.7670594	125.8773101	126.4136019
SERPH_HUMAN	Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	87.49613314	543.3892509	242.3952989	169.0403794	83.544509	425.8178697	387.4381945	144.1377265	229.3243899	122.9427326	101.3172721	272.6731371	1005.759854	1015.549891	335.109525	473.7898547	540.0096985	185.5832478	330.4645503	754.4637627	487.4203201	1032.962284	767.2807227
RBBP4_HUMAN	Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3	327.0058799	463.2843105	651.0645068	474.9079233	293.4406545	624.0484912	505.2500312	198.1244095	366.2204961	557.8446007	402.9329134	318.4777015	1207.870234	819.1882507	284.3387336	1246.537444	1059.340316	981.9000438	892.9622064	947.0073586	435.6783925	807.1537334	943.4718049
RL14_HUMAN	60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4	5164.390011	7603.556125	8030.838021	8077.873312	9878.99507	14161.37761	7867.715955	4614.061828	5393.589721	3582.284015	1286.96245	4479.378359	5887.059678	3003.745498	4568.036824	1648.227967	2817.679337	1997.72983	5309.454778	5242.152664	4429.997093	4937.580526	6485.194017
PRP4B_HUMAN	Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3	110.7875774	192.3099955	323.613984	131.7842509	139.9727407	184.3665786	265.8682377	58.91841716	137.5601237	134.8130396	317.8341001	297.671822	76.03104756	74.3414154	104.4036438	84.31582061	54.06229197	41.95276615	78.42399394	67.91214887	17.57090595	66.97312938	166.3434286
RRFM_HUMAN	"Ribosome-recycling factor, mitochondrial OS=Homo sapiens OX=9606 GN=MRRF PE=1 SV=1"	193.7760393	299.3393794	348.6214563	423.3255437	244.2401805	315.0243987	267.8081584	192.4846389	373.4819218	111.8829154	418.5618653	230.2838049	190.3628479	221.8802429	170.6862227	72.42878104	142.8681675	129.2358219	172.5239388	112.4248309	142.1544345	167.857864	148.9981186
HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	58970.07513	70817.7541	55863.75997	60930.37236	79433.49364	95030.03983	69779.71794	37584.51839	48024.33627	102380.8522	44757.26498	50473.73557	41489.00004	39713.17301	27643.33512	68258.86655	41378.31547	36740.87192	45137.72688	41240.21214	37690.71198	32680.80244	47894.98348
RM52_HUMAN	"39S ribosomal protein L52, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL52 PE=1 SV=2"	229.7785051	485.0305483	157.5215799	498.1584903	525.0191528	935.5446961	335.4775893	145.278865	328.0798131	261.8063782	180.2174191	385.8200038	35.10964897	0	11.56877131	209.2087493	294.7006029	196.2619994	0	33.52224954	6.029986738	24.78739172	33.43953201
SELH_HUMAN	Selenoprotein H OS=Homo sapiens OX=9606 GN=SELENOH PE=1 SV=2	2079.34207	2472.339261	2256.295228	2177.479493	2160.109598	2721.26068	2181.342573	1529.545716	2070.982345	2231.863516	2378.610754	1814.626161	2494.943214	2483.682076	2458.95258	3352.761484	2878.467794	2452.800217	2454.07085	2169.007186	2220.775118	2665.966319	2511.685155
MAP7_HUMAN	Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1	36.43029679	128.072201	8.427329186	101.8805062	101.7672958	479.9232038	60.94950145	112.5012909	18.00744723	25.31512457	29.44947724	28.3853632	143.2327573	170.9834361	302.400718	250.3778976	119.4039838	334.2515228	268.6324436	179.3081219	286.681371	166.9503126	101.3591479
RL13A_HUMAN	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	10751.58396	13849.01127	15936.3512	14027.63878	14913.43449	18126.08968	13518.89401	9393.763327	12337.82582	6775.258079	11340.73059	12137.52808	10478.1335	12494.07702	9537.67759	7262.238294	8776.787046	6223.245739	10904.17635	8093.790902	8185.305263	12931.04146	9724.578033
RLA0_HUMAN	60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1	2037.647267	2191.134249	2481.849207	2239.087575	2391.79292	2063.114063	2425.451984	1511.806093	2050.892089	1870.78152	1574.798263	2303.132697	1460.517251	2095.902002	1367.090709	1513.982859	1116.580354	1226.614594	2195.935332	1348.863333	1393.38899	1877.990083	2015.601409
K2C8_HUMAN	"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7"	1767.694966	4405.431929	5612.81713	3000.883845	2968.554795	4911.798601	3888.303201	3002.989632	5212.403258	2361.950263	6633.582813	5445.277817	2292.794805	1336.181878	992.181657	998.2364508	1912.455467	431.4829767	538.5653481	2841.541789	841.3565216	2053.829197	4579.770037
CX6B1_HUMAN	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	3374.112176	3696.372867	3601.487929	4237.930401	2549.481277	4681.381597	3806.825894	2435.044548	3536.439683	1666.09136	1590.836763	3755.883669	1957.181245	2110.531952	3040.95409	1442.068351	2787.482785	3664.090653	4132.481489	3796.947775	3339.423118	2999.877305	3656.50083
RL35_HUMAN	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	9410.425903	8003.964599	8438.38539	7971.291428	9590.276188	15120.96638	8115.350107	6856.084134	8596.633222	4301.049116	9561.28679	6257.674536	6950.050407	7080.971725	6730.988124	4857.607775	6220.978487	5059.705445	6506.610032	5079.315942	6746.053927	5456.009211	6576.156773
XRCC5_HUMAN	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	12.08959969	225.8082614	73.49845216	211.103727	300.9850837	615.941137	434.6127383	11.34179936	33.9328422	88.25674672	60.09561463	35.45480529	36.47969815	23.13297363	34.50890604	13.06792117	32.25080484	39.7283982	51.18537538	22.89044072	30.7219656	34.44316354	53.86587245
STMN1_HUMAN	Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3	1613.736971	1844.600547	1377.992764	1933.019731	1546.745085	4163.813963	1679.182221	886.9260946	1519.700456	909.3919185	1578.451255	1258.65874	915.6520934	1348.916255	1263.000621	1234.977232	1938.680884	1090.785859	721.0431284	760.5427891	921.6231907	1298.607013	1172.714312
DDX17_HUMAN;DDX3X_HUMAN	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2	1942.4758	3247.99563	3290.331162	2120.526347	2506.514752	2670.76598	3231.812979	1787.032433	2177.949748	4149.690108	1675.398161	3693.243854	1661.208647	1732.722592	1407.368472	2784.786507	1711.438203	1688.967224	1587.970508	1486.983195	1318.057474	1407.872914	1936.738434
PRDX5_HUMAN	"Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4"	54.60016578	312.3632783	736.0898112	441.0169762	158.9015891	405.9347504	368.8617169	58.97140031	128.0873932	19.08919294	476.2368213	280.6180761	51.62803433	106.7567262	0	0	8.227135609	0	29.24187449	80.5567656	1.282696545	0	216.629066
NU155_HUMAN	Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1	593.464653	1158.815804	1170.598523	819.3050948	842.1008034	1421.623258	1224.617139	442.3428645	646.2975091	845.038019	696.8350257	948.7671491	803.4303307	682.5402251	544.6079965	840.9355316	472.7681334	413.1917962	575.5390737	520.2024586	393.2112717	525.9326761	844.4697231
NDUV1_HUMAN	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4"	296.1521004	352.2912604	293.5106824	234.05067	256.1083262	269.7709988	272.3350653	213.8149158	198.8938727	150.9249765	290.0562591	171.3103657	44.9528386	7.64949068	75.10268187	14.80165989	32.68586812	146.2843641	115.360472	93.79549404	87.92854684	0	44.68469657
CING_HUMAN	Cingulin OS=Homo sapiens OX=9606 GN=CGN PE=1 SV=2	161.1138787	299.8799817	254.0091106	255.9336121	227.1773811	450.1646542	416.6973582	176.446702	211.0838615	222.4491645	220.5675453	287.9467529	701.5573426	497.0604607	239.3750265	598.6244526	500.1290181	404.5248599	273.99591	448.1302269	292.6547122	270.1530347	440.9699791
HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	475.8046734	351.6466181	670.321621	340.1633327	312.9606701	349.3516152	338.9574846	258.6590952	373.7691936	192.1094561	434.8006467	449.9691507	407.9566952	281.5709627	170.7990583	80.20251539	181.3470804	63.36161357	113.1887669	163.8334117	159.4335119	220.5521595	309.5208539
NDUF2_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1	5.540525858	36.86290264	56.85923984	45.70924627	2.388258999	21.56993181	21.02830283	83.70792759	129.7163082	0	38.96929142	50.99883153	166.7676191	204.9637886	239.5873984	48.92358131	134.5919653	128.883304	236.6343962	252.0223457	299.4883547	182.2742298	182.7800886
HMGN4_HUMAN	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3	17860.68094	11928.01191	7784.891159	14271.64918	6788.758981	13813.66477	11965.32912	9085.913708	9526.805817	12453.04468	8363.8238	8661.400575	4482.680074	8922.217554	6955.462709	9443.375223	7995.808509	8480.581957	7180.148154	6264.070298	5432.758115	7453.176058	6063.94104
MIC19_HUMAN	MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1	3627.462882	4304.168835	3897.013857	4076.847697	3224.719995	3506.304287	4156.786935	4056.706396	3784.100062	5223.461881	4837.649639	3225.964389	2603.381028	3665.642366	1893.124285	5697.769903	3550.073048	2118.755277	1859.01691	2922.935154	1901.129679	3450.340516	2452.121432
STAU1_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	406.7751629	415.3484519	394.3272023	274.1395673	384.7408034	335.4022035	425.4528174	261.5655428	302.9684424	454.1897227	66.88744584	327.6926665	503.8348021	640.7391802	625.6723828	764.4303969	521.4157118	452.4647258	563.0874243	332.4125314	414.8453933	542.9681212	470.0353041
NOP14_HUMAN	Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3	634.6010947	1253.293854	795.2344689	1112.157575	1069.034594	1009.977159	1255.50138	703.7802803	768.932165	1188.735059	754.7820255	803.1551872	1007.248493	581.2552455	430.3978159	1168.60172	873.9143483	541.989624	455.0277647	769.3335621	518.8165528	487.0373234	537.6170755
RS5_HUMAN	40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4	1188.487892	1591.88817	1971.932317	2275.749737	1425.36719	3711.531835	1538.788332	740.8420138	1081.299732	1699.781216	843.8592963	1484.565349	1458.200589	1504.141971	945.430342	1797.783405	951.5725277	840.3524972	941.9790867	1072.247733	1229.863005	826.5743408	782.9204341
G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	454.7054979	576.6666553	731.5271681	495.739378	476.9021502	949.8240369	469.1609119	292.3573565	416.1504758	312.5633498	679.2807751	525.8582847	1462.014411	1049.479894	858.5342749	673.5961024	1141.02162	443.9245764	653.6160364	1147.707845	641.8561802	959.3703857	2223.259507
GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	1380.646227	1626.310686	1696.674715	1480.740213	1778.43703	2240.158802	1620.552337	1078.166061	1113.517568	1628.709444	738.2948595	903.332569	1552.560052	410.0413878	481.047875	1007.563173	933.8528466	544.0472887	510.5671022	1470.173539	755.7580572	406.2169807	1355.561937
PUM3_HUMAN	Pumilio homolog 3 OS=Homo sapiens OX=9606 GN=PUM3 PE=1 SV=3	408.9282631	435.338157	492.7678286	431.9155403	346.1386905	336.1801018	510.4972076	261.9603203	282.4176477	361.3393612	421.9702935	363.1026134	398.8339523	246.9501528	189.3838757	317.9085304	341.2899362	231.2075466	291.0390277	275.754206	257.052173	296.2066068	350.1712278
RS27_HUMAN	40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3	6851.674668	10608.46297	6958.201375	7161.568059	7903.677081	11639.81072	9527.174845	5124.012706	7583.135652	8781.773352	4082.330641	7507.691476	11035.34261	12479.96275	9486.191166	12954.37491	11455.7902	9440.153499	12146.45224	6859.742611	7122.040111	11819.83375	8883.279862
DIM1_HUMAN	Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1	99.99986427	127.6514397	246.2933389	40.49183201	104.3318189	53.92455425	79.00823629	248.3616787	257.3765995	535.9990905	624.6442809	99.92169347	301.2246613	155.3803703	190.8386312	270.6515926	295.9667959	212.5944634	83.33438657	69.70025556	101.0083137	198.5331491	205.2995907
NID2_HUMAN	Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3	42.76357728	123.1787642	1044.124867	97.73047052	183.0316476	965.8115697	205.0448168	68.95642056	142.3576487	46.4673788	474.665969	45.04087476	52.96681895	6.868085031	37.56994903	30.1444322	3.080737822	49.03032304	33.34680077	57.17548916	47.72713682	0.540420683	38.67051891
CU129_HUMAN	Putative uncharacterized protein encoded by LINC00479 OS=Homo sapiens OX=9606 GN=LINC00479 PE=5 SV=2	0	414.6289462	0	942.433796	1536.246639	3402.77405	293.0865451	0	0	4.385803518	116.7671083	0	0	0	0	0	0	83.46334127	0	0	0	0	0
