Accession	naive_primed	primed_primed2i	naive_naive2i
GHRL	0.230995457	0.76156655	0.221565357
GHRLOS	5.73E-07	0.981478336	0.791085961
GID4	1.18E-06	0.182127266	0.077956454
GID8	0.0016896	0.859031724	0.027023718
GIGYF1	2.01E-06	0.098123579	0.002237587
GIGYF2	0.716660589	0.034025444	0.752703961
GIHCG	4.77E-09	0.330074208	0.726059771
GIN1	0.21213764	0.302371264	0.579840175
GINM1	0.542964869	0.730330932	0.643025507
GINS1	0.881173616	0.514406746	0.003662499
GINS2	0.00029543	0.110923871	0.946334471
GINS3	9.91E-68	0.261236168	0.60662311
GINS4	0.000514915	0.568496169	0.00172271
GIP	7.14E-11	0.644577854	0.937573908
GIPC1	1.83E-35	0.793244354	0.983273273
GIPC2	1.87E-24	0.715943723	0.660478899
GIPC3	3.95E-07	0.350094313	0.073033824
GIPR	0.048289766	0.084758115	0.846154482
GIT1	5.36E-08	0.375224502	0.839990951
GIT2	0.155501971	0.892476334	0.147892084
GJA1	9.20E-23	3.01E-06	0.425573267
GJA1P1	0.902576679	0.636622533	0.384122987
GJA3	0.269514152	0.53588755	0.890001231
GJA4	0.000397587	0.478282212	0.296437189
GJA5	0.000182243	0.216537027	0.307501004
GJB3	0.693271383	0.161939029	0.217948134
GJB5	0.001127797	0.840419862	0.946755271
GJB7	0.003836237	0.690152711	0.691473279
GJC1	1.12E-141	0.060766372	0.545479635
GJC2	6.99E-05	0.439837818	0.934730159
GJD3	0.403432069	0.776336959	0.590517927
GK	0.009355232	0.938891393	0.495169805
GK-AS1	0.743818893	0.94571385	0.98626189
GK5	0.032707647	0.77556263	0.816486515
GKAP1	0.190406941	0.904315441	0.973327104
GLA	0.003910573	0.885999096	0.812031362
GLB1	1.31E-25	0.078023191	0.795479089
GLB1L	1.84E-12	0.355655625	0.450285991
GLB1L2	1.60E-11	0.068413525	0.252982998
GLB1L3	6.47E-22	0.837977292	0.663379146
GLCCI1	2.13E-15	0.156538676	0.017112694
GLCE	4.03E-39	0.614690549	0.012412058
GLDC	1.12E-70	0.392469627	1.68E-08
GLDCP1	0.013150189	0.268453807	0.204526039
GLDN	8.05E-06	0.002013055	0.486779673
GLE1	3.14E-11	0.504135899	0.17081627
GLG1	2.63E-32	0.263580933	0.289589509
GLI1	0.017175654	0.33421957	0.898528686
GLI2	1.82E-85	0.853128976	0.149174738
GLI3	1.27E-90	0.0952524	0.45046904
GLI4	0.25724713	0.059439257	0.825233042
GLIPR1	0.008749473	0.537059497	0.207939568
GLIPR2	4.47E-64	0.078627188	0.373768317
GLIS1	0.135363486	0.01060032	0.802808769
GLIS2	0.689922823	0.34505016	0.527051576
GLIS3	0.008506091	0.073024756	0.890176504
GLMN	0.225239686	0.01961945	0.925471528
GLMP	1.14E-08	0.620354461	0.413368031
GLO1	0.003045146	0.595478576	0.129983805
GLOD4	4.73E-22	0.057321147	0.160923685
GLRA1	0.909394046	0.97049881	0.663541235
GLRA2	0.69909664	0.045858713	0.747343203
GLRA3	0.319767502	0.810224659	0.777367247
GLRB	0.68879385	0.272467347	0.688827769
GLRX	2.34E-14	0.139727714	0.353163786
GLRX2	8.29E-11	0.117538875	0.115141306
GLRX3	0.082137456	0.811475235	0.36909604
GLRX3P2	0.61122207	0.776117286	0.33296547
GLRX5	0.834280025	0.447231384	0.686003464
GLS	3.82E-12	0.401496174	0.105318182
GLS2	0.289871328	0.260554947	0.481507343
GLT1D1	9.12E-20	0.91967667	0.523696222
GLT8D1	0.732988038	0.360887106	0.217006388
GLT8D2	7.83E-11	0.223734628	0.948898266
GLTP	9.65E-55	0.11093528	0.740545793
GLTPD2	0.000114628	0.347774267	0.027663368
GLUD1	5.51E-19	0.721325033	0.837583574
GLUD1P3	0.003463649	0.2176818	0.628803829
GLUD2	0.04684569	0.95313375	0.438499314
GLUL	3.09E-15	0.190565515	0.475314775
GLYCTK	0.713335278	0.317282789	0.777069372
GLYCTK-AS1	0.032943715	0.804921622	0.218283179
GLYR1	0.017921099	0.053339051	0.137305827
GM2A	1.81E-17	0.199669295	0.371255939
GMCL1	0.063013813	0.157700947	0.325798908
GMCL2	0.798566093	0.569507092	0.670890928
GMDS	0.211946626	0.550327701	0.120376468
GMDS-DT	7.64E-12	0.533772995	0.604557694
GMEB1	0.450956301	0.568279844	0.474983282
GMEB2	0.038991673	0.853334624	0.853534576
GMFB	0.003380489	0.613262931	0.72463181
GMFG	0.244602472	0.001118052	0.323500261
GMIP	1.33E-07	0.827674214	0.204142157
GMNN	0.004082781	0.169035021	0.404353292
GMPPA	0.001535217	0.256431902	0.425961865
GMPPB	2.28E-18	0.095622238	0.292100202
GMPR	0.415372584	0.833055929	0.071222571
GMPR2	0.584145756	0.644951883	0.602112137
GMPS	1.37E-11	0.133714147	0.481705046
GMPSP1	0.661686624	0.183731669	0.404479373
GNA11	1.24E-33	0.315711196	0.230346316
GNA12	2.30E-11	0.980671065	0.029916759
GNA13	1.92E-09	0.563300726	0.067200854
GNA14	4.82E-09	1.34E-11	0.449055406
GNA15	0.552440859	0.575033721	0.625522752
GNAI1	7.03E-33	0.077992761	4.11E-10
GNAI2	0.305051902	0.044175143	0.44734148
GNAI3	2.86E-05	0.593842599	0.230067909
GNAL	0.012335512	0.37353143	0.000483119
GNAO1	1.43E-24	0.952465998	0.093269838
GNAQ	7.64E-08	0.524972712	0.094188147
GNAS	2.31E-05	0.524569212	0.164974785
GNAS-AS1	4.24E-05	0.729166397	0.526725502
GNAT1	0.466197639	0.823214222	0.831246739
GNAZ	0.019175061	0.15206746	0.34899881
GNB1	0.213216235	0.78702483	0.114752822
GNB1L	0.032212616	0.320613377	0.933598957
GNB2	7.60E-53	0.073793099	0.032099724
GNB3	4.34E-10	0.457935467	0.874934628
GNB4	1.88E-91	0.005573671	5.25E-06
GNB5	1.17E-17	0.78898078	0.256841509
GNE	5.56E-61	0.546050609	0.075439539
GNG10	0.65446319	0.264751094	0.9350007
GNG11	4.36E-08	0.048753494	0.709468496
GNG12	9.65E-66	0.000996696	4.46E-07
GNG13	0.200333159	0.564445224	0.83177951
GNG2	1.25E-58	0.079842913	0.527551453
GNG3	0.000116721	0.80543308	0.43943452
GNG4	6.44E-13	0.372625971	0.734694246
GNG5	0.091058698	0.614727174	0.899151879
GNG7	3.31E-13	0.038362226	0.115561327
GNGT1	0.562497804	0.109132986	0.656659844
GNL1	0.003615861	0.812567856	0.059019049
GNL2	0.852703625	0.31799231	0.873895952
GNL3	7.29E-07	0.021239899	0.282393921
GNL3L	4.57E-08	0.012132114	1.97E-05
GNL3LP1	0.995875148	0.531573662	0.290016298
GNLY	0.035700762	0.349572377	0.469356273
GNMT	0.394541209	0.903506008	0.79166755
GNPAT	9.00E-43	0.728983966	0.970732649
GNPDA1	6.33E-13	0.78267422	0.526661111
GNPDA2	4.20E-20	0.883253414	0.259029413
GNPNAT1	4.77E-40	0.101133227	0.042209039
GNPTAB	1.40E-87	0.010688911	0.924727975
GNPTG	1.82E-06	0.808279195	0.188862711
GNRH1	0.001682427	0.789654392	0.952729802
GNRH2	0.536965066	0.552640377	0.127171402
GNRHR2	0.040604364	0.462680345	0.165295116
GNS	1.14E-12	0.589284528	0.206300931
GOLGA1	0.08053628	0.498525332	0.182577032
GOLGA2	0.851024185	0.780363378	0.947508314
GOLGA2P10	0.940455726	0.431072554	0.655149285
GOLGA2P5	8.14E-11	0.965839315	0.906614126
GOLGA2P7	0.529181041	0.10002658	0.975541117
GOLGA3	1.05E-06	0.880987163	0.516252737
GOLGA4	2.87E-38	0.45829487	0.667957383
GOLGA5	1.30E-06	0.506496406	0.184299844
GOLGA6L10	0.444842998	0.783013245	0.556655971
GOLGA6L5P	0.597441337	0.742021966	0.981061203
GOLGA6L7	0.876133776	0.998334197	0.918460259
GOLGA6L9	0.009590258	0.807276073	0.806590875
GOLGA7	0.001675267	0.461865615	0.017518955
GOLGA7B	8.06E-28	0.503731516	0.975916642
GOLGA8A	2.45E-16	0.894806871	0.620826452
GOLGA8B	0.697004399	0.559962203	0.063315093
GOLGA8UP	0.769657115	0.786641545	0.966612402
GOLGB1	4.50E-06	0.866499905	0.419174177
GOLIM4	1.74E-09	0.770733014	0.007386439
GOLM1	4.21E-12	0.905350306	9.33E-06
GOLPH3	3.35E-17	0.630800324	0.960541999
GOLPH3L	1.73E-30	0.098684813	0.275685938
GOLT1B	0.112739526	0.815688076	0.247038049
GON4L	2.76E-21	0.502281759	0.415113142
GON7	0.707044755	0.894222662	0.778149429
GOPC	3.07E-76	0.185410297	0.880397406
GORAB	0.000375741	0.53555017	0.451256233
GORAB-AS1	0.190911354	0.33136268	0.691181612
GORASP1	0.008072463	0.234136599	0.788831489
GORASP2	2.12E-07	0.783289189	0.787020461
GOSR1	7.23E-12	0.467118404	0.623439732
GOSR2	0.998802394	0.947494352	0.434427209
GOT1	1.08E-29	0.363094093	0.055752794
GOT2	0.112733088	0.573872709	0.490639577
GOT2P2	0.948241814	0.477946933	0.477184849
GOT2P3	0.486866759	0.328942313	0.648671952
GP1BA	0.024395626	0.212415571	0.527039545
GPAA1	2.64E-05	0.221679318	0.948706176
GPALPP1	1.56E-10	0.223842416	0.61159071
GPAM	0.277709061	0.881858028	0.241621957
GPANK1	0.156207878	0.466066067	0.767903965
GPAT2	0.001674359	0.290452007	0.763457183
GPAT2P2	0.109804284	0.837171222	0.375941852
GPAT3	2.10E-27	0.893603216	0.004685448
GPAT4	0.278209311	0.846787611	0.807522592
GPATCH1	3.74E-11	0.70127189	0.92747957
GPATCH11	0.047441523	0.654009651	0.194585226
GPATCH2	0.004548435	0.399847881	0.006957502
GPATCH2L	4.04E-25	0.927805238	0.923606885
GPATCH3	0.000264629	0.921602019	0.372916072
GPATCH4	7.15E-14	0.000291041	0.298172931
GPATCH8	2.56E-07	0.857562807	0.848731041
GPBAR1	0.404308799	0.048753215	0.838505344
GPBP1	0.000265538	0.212454369	0.79534197
GPBP1L1	0.000999216	0.058184662	0.67395172
GPC1	0.053378412	5.48E-05	0.933618042
GPC2	1.49E-14	0.195061609	0.442677445
GPC3	3.53E-52	0.66350398	1.55E-06
GPC4	5.34E-271	0.045736594	2.15E-06
GPC6	8.46E-174	0.000322129	0.97632274
GPCPD1	8.12E-164	0.343008252	0.004782126
GPD1	0.937682875	0.88995909	0.062382217
GPD1L	1.82E-06	0.229942794	0.821089539
GPD2	3.36E-05	0.110874281	0.007647693
GPER1	0.387510988	0.754560822	0.636938538
GPHN	0.000649507	0.884619677	0.462879526
GPI	0.033078907	0.963288551	0.020622767
GPKOW	1.32E-09	0.635117633	0.318596991
GPLD1	2.80E-10	0.294062718	0.98621341
GPM6A	1.21E-12	0.208172427	0.481593031
GPM6B	1.46E-111	0.564486956	0.371692907
GPN1	0.000205404	0.89684644	0.501770169
GPN2	3.40E-05	0.928101979	0.006216905
GPN3	0.082035829	0.880750926	0.317440552
GPNMB	7.01E-216	0.305372559	8.11E-10
GPR107	0.000318486	0.511427769	0.856800488
GPR108	3.19E-12	0.157385241	0.2391861
GPR132	4.43E-08	0.125197259	0.13645726
GPR135	3.61E-06	0.420254207	0.467820896
GPR137	2.70E-06	0.06107664	0.138029375
GPR137B	0.038025871	0.274998335	0.088681761
GPR137C	1.85E-05	0.280960028	0.816373513
GPR141	0.020891488	0.006347011	0.217025672
GPR143	2.01E-37	0.801246607	0.088660552
GPR146	0.020524488	0.338477186	0.880307341
GPR153	1.98E-65	0.599082747	0.182297474
GPR155	0.000619283	0.048963241	0.00238587
GPR156	7.11E-05	0.721711598	0.613936289
GPR157	0.183942948	0.253137319	0.3555392
GPR158	0.235155564	0.561764101	0.557906613
GPR160	1.01E-24	0.626477128	0.022118265
GPR161	3.54E-58	0.740597365	0.640543434
GPR162	4.70E-05	0.064764797	0.50410925
GPR173	4.74E-55	0.695528841	0.219414643
GPR176	3.13E-42	0.594540035	0.760557543
GPR18	0.030435013	0.148377431	0.590305656
GPR180	0.051324918	0.668782691	0.662556714
GPR182	0.021300711	0.944386956	0.588672398
GPR183	0.204794758	0.450382522	0.951936891
GPR19	0.009692673	0.278614231	0.501624068
GPR27	0.018423951	0.293180727	0.039998649
GPR3	3.88E-26	0.260391264	0.234560908
GPR34	0.112970988	0.730000581	0.98923517
GPR35	0.578107201	0.869425319	0.787693007
GPR37	9.47E-20	0.37593435	0.035603365
GPR37L1	0.008686776	0.562359566	0.458471362
GPR39	0.001396159	0.042630842	0.979873438
GPR4	5.01E-17	0.326021524	0.330322934
GPR45	0.81661209	0.598607167	0.867512382
GPR50	2.70E-06	0.016024927	0.524298786
GPR50-AS1	0.898047187	0.078269352	0.647797065
GPR61	0.113637063	0.824609227	0.78140197
GPR63	1.08E-29	0.065569548	0.01108693
GPR68	0.869373536	0.881665432	0.607772284
GPR75	3.55E-10	0.372387172	0.140173437
GPR78	3.99E-08	0.26398633	0.897890328
GPR82	0.000462516	0.886235577	0.274472873
GPR83	0.036730764	0.112477295	0.069653067
GPR85	0.924082013	0.916532967	0.308741032
GPR89A	0.187069993	0.819568308	0.485359123
GPR89B	0.000383276	0.729436528	0.447578237
GPRASP1	0.001903236	0.586410539	0.187447956
GPRASP2	2.81E-13	0.324177195	0.967421655
GPRC5A	3.48E-86	0.578955138	0.001005314
GPRC5B	2.18E-17	0.564633665	0.749762962
GPRC5C	3.17E-09	0.023957488	0.028426214
GPRC5D	0.313250294	0.661816574	0.01731471
GPRC5D-AS1	4.48E-05	0.863040398	0.029475612
GPRC6A	0.08091792	0.176627768	0.442141991
GPRIN1	0.002674183	0.651666078	0.708537409
GPRIN3	2.08E-12	0.042147612	0.167601291
GPS1	1.84E-06	0.277327475	0.109374568
GPS2	0.08052288	0.150941909	0.298707759
GPSM1	9.15E-23	0.63149959	0.382183313
GPSM2	1.43E-21	0.027177191	0.110842844
GPSM3	0.881547268	0.032059099	0.444931129
GPT	0.358124823	0.236491313	0.904962929
GPT2	1.14E-36	0.846136375	0.449287414
GPX1	0.07859114	0.401902234	0.424601189
GPX1P1	0.511050949	0.468456325	0.449640048
GPX2	5.47E-32	0.120490111	0.002172426
GPX3	1.54E-05	0.007897704	0.196419006
GPX4	0.000120882	0.463436655	0.035753695
GPX7	0.011799844	0.423438987	0.023815205
GPX8	0.048594739	0.701862075	0.007913695
GRAMD1A	1.92E-24	0.999549747	0.103778481
GRAMD1B	2.64E-65	0.109256118	0.349423019
GRAMD1C	3.46E-19	0.081261486	0.536690696
GRAMD2A	3.60E-14	0.788787053	0.056477286
GRAMD2B	3.61E-13	0.349381432	0.873198984
GRAMD4	1.38E-05	0.902449772	0.617432061
GRAP2	0.77783332	0.530415693	0.347878891
GRASP	2.61E-09	0.690471457	0.752727216
GRB10	6.65E-09	0.473681115	8.97E-07
GRB14	9.07E-28	0.603563494	0.47447629
GRB2	4.66E-43	0.317527538	0.002000053
GRB7	0.823053282	0.080411657	0.521486919
GREB1	5.63E-20	0.001072045	0.169821216
GREB1L	1.14E-49	0.777509489	0.836640203
GREM2	1.45E-34	0.003001577	0.141625972
GRHL1	2.98E-94	0.79565671	0.479937414
GRHL2	3.41E-25	0.509234809	0.000139895
GRHL3	0.000710714	0.260745326	0.683502168
GRHPR	2.56E-10	0.969934361	0.316037504
GRIA3	1.78E-17	0.312308135	0.986797331
GRIA4	7.03E-70	0.732143009	0.680994311
GRID1	0.265609255	0.739016441	0.750034156
GRID2	3.58E-117	0.487234653	0.550871281
GRID2IP	6.99E-08	0.040443285	0.363945245
GRIK3	1.23E-08	0.415479742	0.878414327
GRIK4	0.00011249	0.126147958	0.343159405
GRIK5	7.65E-141	0.584416968	0.974076021
GRIN1	3.53E-11	0.722363656	0.044077419
GRIN2A	3.73E-49	0.248783505	0.219841424
GRIN2C	0.532739087	0.412122044	0.324918355
GRIN2D	0.023571483	0.124637333	0.063335025
GRIN3A	0.987094604	0.264360902	0.100172615
GRIN3B	0.000235882	0.064673462	0.414915268
GRINA	2.77E-12	0.797510459	0.015935951
GRIP1	2.83E-39	0.73041694	0.147499748
GRIP2	0.705012418	0.13011739	0.240710391
GRIPAP1	0.167108871	0.031186818	0.000197185
GRK2	1.01E-08	0.898683321	0.11216511
GRK3	0.001402633	0.255535377	0.203764126
GRK4	0.090979595	0.111986654	0.993363976
GRK5	0.243536629	7.38E-07	0.439487822
GRK6	1.24E-12	0.753751094	0.188601454
GRK6P1	0.43061921	0.911673835	0.869456349
GRM2	4.98E-12	0.273109308	0.132965645
GRM3	1.77E-09	0.853622349	0.798133492
GRM4	0.465891203	0.730540838	8.65E-05
GRM6	1.23E-06	0.303244068	0.544768232
GRM7	0.11581409	0.575676667	0.491356037
GRN	7.63E-22	0.003717119	0.024841472
GRPEL1	1.03E-31	0.654632295	0.412575333
GRPEL2	2.33E-23	0.263582932	0.690694381
GRPR	2.78E-22	1.42E-05	0.675377724
GRSF1	3.62E-54	0.342303215	0.508329169
GRTP1	0.046069079	0.097145002	0.042365832
GRTP1-AS1	0.516653169	0.340414647	0.172434779
GRWD1	1.28E-05	0.566958037	0.182252889
GSAP	2.24E-08	0.889103722	0.03303375
GSC2	0.720455462	0.209020963	0.627936312
GSDMB	1.18E-12	0.331666517	0.018146493
GSDMD	0.535694092	0.459391372	0.936305605
GSDME	0.000111943	0.970139227	0.282497457
GSE1	0.698021507	0.978037523	0.061012836
GSEC	4.81E-09	0.949053681	0.444956385
GSG1	0.264783117	0.898612115	0.569649248
GSK3A	1.64E-08	0.534214156	0.111211388
GSK3B	5.52E-05	0.821064952	0.517687757
GSKIP	5.26E-05	0.71716975	0.088278669
GSN	1.07E-125	0.042307897	0.402278236
GSPT1	2.61E-12	0.191091288	0.076289854
GSPT2	1.01E-36	0.626045556	0.544909266
GSR	1.61E-104	0.340715663	2.01E-05
GSS	1.75E-10	0.617493286	0.042463243
GSTA1	0.998426314	0.922227224	0.703164416
GSTA4	0.198245879	0.95459443	0.630651174
GSTCD	0.234432167	0.695986989	0.617321321
GSTK1	0.066725907	0.096985982	0.152177169
GSTM1	0.353964802	0.924636384	0.432177194
GSTM2	0.25992446	0.351030278	0.65799442
GSTM3	4.22E-12	0.265045966	0.634657882
GSTM4	4.67E-24	0.084668159	0.109284835
GSTO1	0.813859825	0.137921409	0.168856201
GSTO2	0.000453782	0.467597234	0.130900541
GSTP1	0.842977367	0.254594656	0.913164341
GSTT2B	0.994830966	0.978543985	0.373453632
GSTZ1	4.19E-07	0.008852956	0.607031837
GTDC1	8.83E-14	0.990722346	0.058941308
GTF2A1	0.74885475	0.048853712	0.506126206
GTF2A2	0.002770889	0.915483013	0.676762671
GTF2B	3.26E-32	0.850758157	0.343232984
GTF2E1	0.055625382	0.018662986	0.850043272
GTF2E2	0.129352675	0.196318733	0.35254521
GTF2F1	1.70E-07	0.304331489	0.057748125
GTF2F2	0.016022721	0.015923295	0.618153512
GTF2F2P1	0.502300658	0.713742446	0.833069842
GTF2H1	8.84E-51	0.081315942	0.579233975
GTF2H2	0.205474597	0.578834375	0.843496179
GTF2H2B	0.950984393	0.907302213	0.305215725
GTF2H2C	0.593064377	0.419773052	0.620370281
GTF2H3	2.57E-20	0.367074079	0.794455182
GTF2H5	0.084776146	0.68280868	0.468056935
GTF2I	5.83E-08	0.113876729	0.620660444
GTF2IP12	0.763332483	0.719519928	0.167760435
GTF2IP13	5.31E-09	0.639591554	0.387555932
GTF2IP14	0.047804805	0.263704712	0.541489541
GTF2IP20	0.008240211	0.636050363	0.029912277
GTF2IP23	0.352018591	0.372832813	0.91143475
GTF2IP4	0.326222878	0.117435816	0.094705851
GTF2IP5	0.379500429	0.506171151	0.557573097
GTF2IP7	0.032233522	0.894938953	0.896883598
GTF2IRD1	1.32E-09	0.120250133	0.930412435
GTF2IRD1P1	0.310657043	0.184085988	0.238145824
GTF2IRD2	0.365855713	0.969014924	0.415241089
GTF2IRD2B	0.059515604	0.137406167	0.316060723
GTF3A	5.45E-08	0.531678565	0.056544902
GTF3C1	3.76E-09	0.299175658	1.65E-05
GTF3C2	1.33E-29	0.203922663	0.035053086
GTF3C2-AS1	0.927438836	0.375769521	0.875864983
GTF3C3	6.96E-05	0.097297272	0.17338112
GTF3C4	2.64E-41	0.27195651	0.027910395
GTF3C5	0.997093368	0.293941715	0.247610557
GTF3C6	0.000308861	0.095218519	0.462322975
GTPBP1	1.62E-11	0.853467339	0.009479102
GTPBP10	4.30E-07	0.255439007	0.469223146
GTPBP2	0.072839257	0.920334727	0.22367123
GTPBP3	1.54E-13	0.715334158	0.308586192
GTPBP4	0.239931853	0.03113608	0.301612003
GTPBP8	4.45E-08	0.689834304	0.346861608
GTSE1	0.007901632	0.664051471	0.478394659
GTSE1-DT	0.462433034	0.420050291	0.934060443
GTSF1	4.98E-16	0.529392547	0.126081679
GUCA1B	1.05E-09	0.701298922	0.690063125
GUCD1	6.91E-08	0.160508613	0.085308678
GUCY1A2	3.14E-09	0.052760351	0.455812329
GUCY1B1	9.54E-11	0.825546568	0.032710753
GUCY1B2	0.020116255	0.701732928	0.714428342
GUCY2C	0.249978227	0.023112113	0.054930498
GUCY2D	0.097274638	0.255907043	0.139549378
GUF1	7.54E-05	0.198805056	0.577149574
GUK1	0.005431229	0.075214223	0.094258887
GULP1	2.72E-247	0.004088515	0.000716498
GUSB	0.342492928	0.97173738	0.412642701
GUSBP1	0.144006015	0.891764238	0.071202305
GUSBP11	0.017339621	0.832929782	0.09967809
GUSBP2	0.001727169	0.902613464	0.369444828
GUSBP4	0.895191213	0.895353876	0.569289414
GUSBP5	0.708713457	0.690092223	0.884655627
GVINP1	0.011843758	0.118734902	0.616038938
GVINP2	2.27E-12	0.683978726	0.855052964
GVQW2	0.028985834	0.806581407	0.236345209
GVQW3	4.01E-06	0.857038186	0.503526878
GXYLT1	0.019907256	0.984247069	0.265820589
GXYLT2	3.85E-12	0.541163822	0.945731733
GYG1	0.000240662	0.266678202	0.069499369
GYG2	1.63E-198	0.095619631	0.007716474
GYPC	5.78E-07	0.064264001	1.28E-06
GYS1	0.05469442	0.946244308	0.000118405
GZF1	6.43E-12	0.87435858	0.847205081
GZMM	0.076403807	0.050972839	0.750648708
H19	2.49E-37	0.828248879	0.089026728
H1F0	1.30E-09	0.405917444	8.81E-05
H1FX	0.531019218	0.00657637	0.000148637
H1FX-AS1	2.72E-06	0.028975038	0.002871438
H2AFJ	1.13E-05	0.076248514	0.582919996
H2AFV	0.092781366	0.447126496	0.300580243
H2AFX	0.276257173	0.010980857	0.274921775
H2AFY	1.71E-222	0.175361336	0.037480967
H2AFY2	7.90E-79	0.05169549	0.000411801
H2AFZ	1.70E-15	0.847301298	0.924903069
H2AFZP3	0.28494027	0.476215963	0.999538013
H2BFM	0.615184622	0.872171997	0.76602857
H2BFWT	0.590342945	0.966259302	0.951624921
H3F3A	0.336345915	0.208254127	0.530636859
H3F3AP2	0.698608676	0.406965596	0.299393301
H3F3B	0.157428564	0.360354722	0.849429871
H3F3C	0.030222411	0.338428401	0.918449288
H6PD	7.06E-16	0.303246995	0.437323928
HAAO	0.138888148	0.853086136	0.249763104
HABP4	1.43E-27	0.258191232	0.008510216
HACD1	7.14E-05	0.088884894	0.229994596
HACD2	0.140292226	0.998867311	0.111894834
HACD3	2.38E-41	0.351427472	0.047539592
HACD4	0.000198533	0.134245283	0.780594534
HACE1	1.99E-05	0.638061707	0.17979923
HACL1	0.060547124	0.341607517	0.20801158
HADH	0.02472469	0.074227591	0.031952307
HADHA	1.38E-08	0.900168067	0.478040439
HADHAP1	0.223940413	0.476698078	0.350720073
HADHAP2	0.000529956	0.163646009	0.582006285
HADHB	0.002180103	0.816471954	0.581003806
HAGH	2.02E-08	0.228708001	0.589538385
HAGHL	0.937880638	0.900082776	0.037381529
HAL	0.762155967	0.684649362	0.923119276
HAND2-AS1	0.118391794	0.801372904	0.875448364
HAP1	2.61E-08	0.84284831	0.424172049
HAPLN1	0.28310481	0.579615229	0.761286902
HAPLN2	0.000654469	0.208428745	0.720909883
HAPLN3	3.91E-111	0.259536909	0.466911303
HARBI1	6.32E-09	0.644428516	0.466561875
HARS	3.45E-15	0.190663486	0.175946778
HARS2	1.97E-19	0.511655946	0.000173373
HAS1	5.78E-05	0.517539603	0.89441102
HAS2	0.068511479	0.009895638	0.558673764
HAS2-AS1	0.305514611	0.172851925	0.790806742
HAS3	5.76E-93	0.004375774	0.45305721
HASPIN	2.98E-05	0.812761784	0.95873227
HAT1	8.94E-15	0.221652558	0.166042572
HAUS1	3.79E-05	0.205073425	0.834213696
HAUS1P1	0.769764652	0.370753571	0.838116077
HAUS1P2	0.177960406	0.242175028	0.697761005
HAUS2	1.18E-08	0.179551968	0.746868438
HAUS3	0.001258675	0.747018027	0.087438769
HAUS4	0.00017075	0.322827226	0.81508556
HAUS5	2.43E-20	0.931723882	0.021139955
HAUS6	0.428933445	0.007341487	0.283729454
HAUS6P1	0.738796359	0.874461095	0.723153064
HAUS6P3	0.428179198	0.743151233	0.712530715
HAUS7	0.005995007	0.940680282	0.75509209
HAUS8	1.67E-09	0.826536943	0.894831746
HAVCR2	0.005189294	0.312122913	0.585674178
HAX1	4.00E-43	0.868369774	0.959000784
HBA1	0.004344121	0.340922895	0.252906141
HBA2	0.000968954	0.696215022	0.28155678
HBEGF	0.279455568	0.244046852	0.71698656
HBP1	0.000145912	0.159978588	0.565496119
HBQ1	0.597189502	0.188241262	0.395334092
HBS1L	0.030692928	0.196204781	0.904302594
HCAR1	2.87E-27	0.876779933	0.194256
HCCS	1.34E-143	0.526836612	0.253002197
HCFC1	0.214100305	0.871060714	0.179177069
HCFC1R1	3.52E-09	0.380946602	0.724895024
HCFC2	0.004188831	0.293250937	0.256120871
HCG11	2.36E-07	0.062569844	0.353807307
HCG18	0.125362271	0.396380729	0.672853138
HCK	1.57E-05	0.083008717	0.920411045
HCLS1	9.25E-60	0.078495586	0.005723314
HCN1	1.91E-12	0.401175485	0.831136599
HCN2	1.96E-92	0.67866419	0.688181541
HCN3	0.866457991	0.343350494	0.240281221
HCN4	6.24E-78	0.036937967	0.912267847
HDAC1	2.22E-11	0.911970923	0.5180291
HDAC10	0.28051457	0.48372948	0.391497663
HDAC11	0.001202351	0.378833109	0.030714842
HDAC1P2	0.001356703	0.861192127	0.58412091
HDAC2	2.50E-14	0.038827083	0.768222104
HDAC2-AS2	0.082783966	0.000464714	0.385197486
HDAC3	2.96E-17	0.961883679	0.204622428
HDAC4	1.22E-22	0.722866952	0.104405382
HDAC4-AS1	5.84E-05	0.754400581	0.458954276
HDAC5	0.013086353	0.523560344	0.000748246
HDAC6	2.78E-07	0.461018052	0.177833218
HDAC7	1.37E-79	0.54336341	0.004799777
HDAC8	2.85E-09	0.276440639	0.2854046
HDAC9	1.36E-13	0.950240464	0.084411371
HDDC2	0.017869007	0.958425318	0.001266074
HDDC3	0.690098969	0.620237762	0.753519888
HDGF	5.22E-50	0.014481228	0.04382198
HDGFL1	6.76E-19	0.053223108	0.139750687
HDGFL2	2.61E-05	0.501701659	0.125249348
HDGFL3	5.99E-49	0.011543955	0.021248443
HDGFP1	3.64E-05	0.023134686	0.976696555
HDHD2	0.000159341	0.567076814	0.882376052
HDHD3	5.32E-32	0.134498371	0.833875867
HDHD5	0.147849139	0.363526507	0.05026169
HDHD5-AS1	0.002070095	0.539745619	0.501525787
HDLBP	1.54E-16	0.666525896	0.556613421
HEATR1	0.893068282	0.006255551	0.146970254
HEATR3	1.61E-10	0.6598626	0.406953598
HEATR4	0.09491738	0.963033019	0.743952853
HEATR5A	6.94E-48	0.495295359	0.031577527
HEATR5B	4.05E-09	0.653613499	0.519336076
HEATR6	0.15135944	0.968296405	0.356025935
HEBP1	3.29E-35	0.30455301	0.05412933
HEBP2	1.14E-28	0.012360924	0.225631528
HECA	1.78E-13	0.652790174	0.069114918
