Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
HECW1	6.74792987	6.704241305	6.417457945	6.768207466	6.658521897	6.609374846	1.816458915	1.16299331	1.802297929	2.276705773	1.828228788	3.139398891
HECW1-IT1	0	1.961824861	0	1.533447487	0	0	0	0	0	0	0	0
AC004692.2	0	0	0	0	0	1.780838754	0	0	1.802297929	0	0	0
LUARIS	1.511889579	1.961824861	1.811144853	2.259885606	2.95761526	2.5539792	0	0	0	0	0	0
STK17A	8.385128866	8.229810094	8.607060283	8.706837367	8.520599019	8.842402771	8.955951214	9.029866068	9.179454394	9.149382637	9.378376576	9.122009233
COA1	10.68749073	10.57187193	10.7585168	10.69025111	10.5649714	10.98928092	9.558159786	9.628663196	9.5099381	9.599028442	9.677011691	9.787424743
BLVRA	8.348713631	8.518864549	8.714374284	8.47298128	8.532368268	8.570782842	4.966516992	4.756143877	4.598069136	4.634788068	4.331458962	3.754728265
MRPS24	3.598245958	2.955362961	2.777117774	3.51364503	2.95761526	3.53071028	3.766677978	3.743316111	4.495728875	4.034110855	2.609286169	4.610859858
URGCP	8.613740834	8.642484651	8.156723933	8.461395029	8.535295639	8.080085501	8.019707565	8.076333231	7.87558838	8.126337152	7.841188522	8.015592175
TUBG1P	3.803519687	2.542482646	3.759798466	2.520276096	3.090926429	2.906253842	0	1.16299331	0	0.823048594	0	0
UBE2D4	5.797767289	6.341808858	6.049617034	6.315291821	6.450963075	6.211163469	5.943259124	6.004501056	5.9039258	6.419630752	5.700999173	6.247757799
POLR2J4	5.021531411	4.121685472	4.453521155	4.318148709	4.463178223	5.261379256	4.31586847	3.274188258	3.452992364	4.224212462	4.331458962	4.184712822
AC004951.4	2.712705702	3.124568183	2.777117774	0.961537214	2.647153715	0	0	1.16299331	0	1.725706862	0	0
AC004951.3	1.917527128	2.281171668	1.418354233	2.259885606	2.647153715	2.906253842	1.177010844	1.16299331	1.802297929	0.823048594	0	0
AC004951.2	2.712705702	1.961824861	2.373512039	3.251939278	2.647153715	2.740842137	2.595578256	2.574552434	2.11003049	2.674456859	2.609286169	0
SPDYE1	0.945545212	2.955362961	1.811144853	2.932001872	4.307507054	3.054636104	3.47100858	1.16299331	2.766543711	3.354689889	2.270981161	0
AC004951.1	3.358841516	2.281171668	2.119558269	0.961537214	2.002944579	1.391862627	0	1.798436614	0	1.343851745	2.609286169	0
AC017116.2	2.712705702	2.763642785	1.811144853	2.932001872	3.704062963	2.906253842	2.595578256	2.847210617	1.410613601	1.343851745	1.186186261	1.357447143
RASA4CP	1.511889579	0	1.418354233	0.961537214	3.429824881	0	2.257986488	2.238067221	0.871253083	2.489245621	1.186186261	2.044263835
LINC00957	1.917527128	1.961824861	1.418354233	1.533447487	2.251026904	2.086901014	0	1.16299331	1.410613601	0	0	0
DBNL	9.412672903	8.971339883	9.546715346	9.250820377	9.099314629	9.579642572	9.528904734	9.655512845	9.778648189	9.388344976	9.714729384	9.552497349
POLM	8.40496931	8.310973943	8.361372071	8.547932521	8.255394321	8.411307931	9.141345736	9.141706121	9.259713307	9.288963065	9.251282413	9.185323242
AEBP1	10.121471	10.10246971	9.884625473	10.33359066	10.47940215	10.20673784	7.991389781	8.184758346	7.725398745	7.931023396	7.993364934	7.223227588
POLD2	11.01893256	10.91034778	11.00799837	10.91429044	10.89741386	11.25680073	10.95560412	10.95581194	10.97079491	11.14845393	11.03475009	10.85999365
MYL7	3.358841516	3.759939612	3.667850173	2.932001872	2.810719665	4.617680682	1.177010844	1.798436614	2.363523009	0	1.828228788	2.044263835
GCK	6.784741568	6.960502634	6.51303959	5.945620824	6.20844277	6.41712637	2.595578256	3.076438072	3.558299915	2.838573386	2.270981161	2.507652902
YKT6	11.17498045	10.94748785	11.22819641	11.06862486	11.03200162	11.22533902	11.39318588	11.23928228	11.36024166	11.42959951	11.48920121	11.41899825
CAMK2B	1.917527128	2.763642785	3.350557202	1.533447487	3.527145867	1.391862627	0	0	0	2.0273529	1.186186261	0
AC004453.2	1.511889579	1.961824861	0.876882044	0	1.324284239	0	0	1.798436614	1.802297929	0	1.828228788	0
NUDCD3	10.4349611	10.46263518	10.51721683	10.45150561	10.49377001	10.69351475	10.60471112	10.49406304	10.49077199	10.55817785	10.44486023	10.49487117
AC004453.1	4.353623099	4.65131204	4.920011024	4.831579806	4.731697315	5.133712503	5.279186884	4.999115394	5.9039258	5.756774907	5.803399648	6.415571806
NPC1L1	3.598245958	3.413027208	1.811144853	4.679872893	3.429824881	3.425598378	0	0	0.871253083	0.823048594	0	2.507652902
DDX56	9.723551595	9.596395306	9.577048807	9.599838315	9.662131404	9.770136432	10.61402793	10.8080837	10.83723256	10.59594879	10.65802251	10.62758998
TMED4	10.24549414	10.14367325	10.3018328	10.21440637	10.14953509	10.51527352	10.84719367	10.61868385	10.58179061	10.62364188	10.34511557	10.45206939
AC004938.2	3.598245958	3.952121125	3.927786203	3.100821274	3.32546087	3.312222168	3.098700626	3.448071447	0.871253083	3.119589346	2.270981161	1.357447143
OGDH	10.88548411	10.71128399	10.93283148	11.10382877	10.97006773	11.06122739	11.75976495	11.53089746	11.59259796	11.62423952	11.59589766	11.60270089
ZMIZ2	10.81308371	10.39288889	10.38990306	10.61031971	10.48168029	10.20574611	10.09586475	10.20546712	10.28658412	10.07077735	10.29765819	9.800121474
PPIA	11.34432245	11.09609986	11.30889153	11.31436807	11.08740229	11.68740649	11.13458112	11.21316346	11.19453169	11.17557214	11.2018671	11.28450763
H2AFV	11.11420977	11.044952	11.05412803	11.21494953	11.06883408	11.21798015	10.82128453	10.83866909	11.00496118	10.80265772	10.80411602	10.87207012
LINC01952	2.233785714	0	0.876882044	0	0.809038275	0.857651675	2.595578256	1.16299331	1.410613601	2.0273529	2.270981161	2.044263835
PURB	11.35405112	11.32881133	11.43671175	11.30467488	11.18523066	11.20265181	10.38830254	10.4410357	10.41393327	10.10845574	10.33660226	10.31015692
AC004854.2	0	0	2.373512039	0.961537214	0	0.857651675	1.177010844	0	0.871253083	0	0	2.044263835
AC004847.1	0	0	0	0	0.809038275	0	3.766677978	4.291915202	4.136275145	3.556793131	3.485946329	3.374884031
MYO1G	2.233785714	0	0.876882044	0.961537214	0	0	8.853479846	8.867108782	8.985395508	8.001997158	8.00773567	8.164421339
SNHG15	8.554574323	8.460767223	9.162640785	8.56246658	8.538217082	8.819246346	10.11239457	10.2720439	10.25755908	10.23814362	10.26363372	10.11055616
CCM2	8.60003602	8.581998274	8.591503644	8.902319076	8.86345112	8.860159822	10.23521201	10.22052973	10.23688842	10.16946673	10.26363372	10.08588145
NACAD	6.504841354	6.534376519	4.997603153	5.756315876	5.804754366	4.356853114	7.032222613	7.436719367	7.525634192	6.507627115	6.650898499	6.467435516
TBRG4	10.71158869	10.34872247	10.83515506	10.68942367	10.45950607	10.95840726	11.5681533	11.48797167	11.62212229	11.46418006	11.48599705	11.37044739
SNORA5A	2.712705702	0	3.092143075	1.941914322	2.462643589	0.857651675	2.868961421	4.291915202	4.066586069	3.891859343	3.485946329	4.055120803
SNORA5C	2.90331136	2.542482646	2.58938312	2.259885606	1.703158005	2.906253842	4.404443358	4.617362697	4.646639654	4.44405692	4.027335493	4.184712822
RAMP3	2.233785714	2.542482646	1.418354233	3.6286109	3.212954352	2.5539792	1.177010844	1.16299331	1.410613601	1.725706862	2.609286169	0
AC073968.2	0	0	2.119558269	0	0	0	1.816458915	0	0	0	0	0
ADCY1	9.370914985	9.786556799	9.335091232	9.314457495	9.422298763	9.013112734	7.274741843	7.201902542	7.382409684	7.252860968	6.962594241	7.046953235
SEPT7P2	7.944670442	7.704000417	7.644315738	7.729733422	7.688654343	7.323450392	7.627374746	7.823604177	7.855066487	7.884823664	7.865063678	7.971372262
GTF2IP13	6.080359064	5.880462266	5.812563514	6.280549652	5.843060096	6.043670514	7.472089172	7.048288852	7.301299075	7.281672589	7.255359119	6.70200236
IGFBP1	0	1.551079271	0	0	0	0	0	0	2.11003049	0	0	0
IGFBP3	4.286757828	4.758084455	3.227128281	3.735087663	4.132983803	3.312222168	4.566779014	5.207004415	4.69362809	4.392156103	4.657330178	3.374884031
AC004870.1	0	0	0	0	0	0	1.177010844	1.798436614	1.802297929	2.674456859	2.88313614	1.357447143
AC087175.1	0	0	2.777117774	2.740777035	1.703158005	0.857651675	1.816458915	2.847210617	2.11003049	2.838573386	1.186186261	2.044263835
TNS3	8.897606863	9.101248294	8.652748346	9.097085144	9.161264843	8.542782445	12.6429378	12.63467816	12.69696402	12.38935857	12.66558974	12.50463153
LINC01447	0	0	1.418354233	0	0.809038275	0	0	0	1.410613601	0	2.270981161	1.357447143
PKD1L1	4.353623099	5.782674779	2.777117774	5.094169826	7.026262435	4.918152792	9.445253124	9.391062092	9.238083465	9.376707596	9.490066404	9.130077114
LINC00525	0	0	0	0	0	0	1.177010844	0	0	1.725706862	0	2.044263835
AC069282.1	5.913096707	5.994054449	6.299856435	5.678391381	6.387582124	6.078760911	7.126380222	7.373436344	7.207282183	7.565592702	7.393099122	7.339122385
HUS1	8.936296222	8.700536795	8.966742196	8.820034267	8.636910096	8.829584004	10.38965936	10.32735857	10.48744244	10.50724422	10.5319515	10.67385484
SUN3	0	0.974662474	0	1.533447487	1.703158005	0.857651675	9.237915826	9.236632961	8.973544932	9.464140966	9.189590911	9.11795831
C7orf57	1.917527128	1.961824861	1.811144853	2.740777035	2.95761526	1.780838754	7.848724454	7.63861303	7.149469503	8.006319194	8.014867712	7.737921088
UPP1	8.412829714	7.909082919	8.787197179	8.198403694	8.012338173	9.173880178	13.56194161	13.56043693	13.4568659	13.66880934	13.69394571	13.50256663
ABCA13	2.233785714	0	0.876882044	0.961537214	2.251026904	0	6.559488472	6.663578695	6.590420432	7.185850755	7.076045344	6.922413843
GDI2P1	0.945545212	0	0.876882044	0	0	1.780838754	0	1.798436614	0	2.276705773	3.485946329	0
CDC14C	2.712705702	0	0	1.533447487	2.251026904	1.780838754	0	0	0	0.823048594	1.828228788	0
AC093775.1	2.233785714	2.281171668	0.876882044	3.100821274	0.809038275	0	0	0	0	0	0	0
VWC2	6.617963138	6.782218462	6.221169306	6.81751177	7.242303554	6.977981545	0	0	0	0	0	0
IKZF1	5.999150525	6.159028489	5.605106816	6.031706066	6.148527615	5.291605646	0	1.16299331	1.802297929	1.343851745	0	0
RNU6-1091P	0	0.974662474	0	0.961537214	0.809038275	0	0	0	0.871253083	1.343851745	1.828228788	0
FIGNL1	8.939020448	8.816262168	8.250838385	9.230486248	9.161264843	8.485096618	9.440024001	9.458683699	9.355965652	9.771447247	9.649780974	9.711495201
DDC	0	1.551079271	0	1.533447487	0	0.857651675	1.177010844	2.847210617	1.802297929	2.0273529	0	0
GRB10	11.09906533	11.31794367	11.06261551	11.24398024	11.35348096	11.17606205	10.54385874	10.60267669	10.55261568	10.85691452	10.97931634	10.95729296
AC004830.1	3.358841516	4.343665607	3.569640341	2.740777035	3.32546087	2.740842137	3.894513133	1.798436614	4.066586069	3.964737661	1.828228788	3.139398891
COBL	9.610190069	9.876703383	9.530490454	9.523894749	9.815696466	9.718227043	10.50307026	10.38464799	10.49575194	10.52617948	10.57480877	10.36758415
AC012441.2	2.712705702	2.542482646	0	1.533447487	1.703158005	2.086901014	3.296831344	3.60323329	3.993359055	2.674456859	3.909825551	3.374884031
AC074397.1	0	0.974662474	0	0	0	1.391862627	0	1.16299331	0.871253083	1.343851745	1.186186261	0
HAUS6P1	1.917527128	0.974662474	0.876882044	0.961537214	2.462643589	0	2.595578256	0	1.410613601	0	0	2.507652902
LINC01446	0	0	0	0	0	0	6.520384928	6.627869675	6.159595662	6.613409329	6.613801552	6.361773888
HAUS6P3	2.90331136	2.542482646	2.777117774	2.740777035	3.090926429	3.054636104	3.62640446	3.274188258	2.932440767	3.119589346	2.88313614	3.139398891
SLC25A5P3	0	1.551079271	0.876882044	0	0	0.857651675	0	0	0.871253083	2.276705773	1.828228788	2.044263835
VSTM2A	1.511889579	2.281171668	1.418354233	2.740777035	3.090926429	1.391862627	3.894513133	2.847210617	3.081213387	4.163586492	2.88313614	3.139398891
RPL31P35	0	0.974662474	0	0	0	0	2.595578256	0	0.871253083	1.725706862	0	2.044263835
AC011228.2	0	0	1.418354233	2.932001872	0	2.339260426	0	0	0	0	0	0
SEC61G	10.50373758	10.35617808	11.01908847	10.56412268	10.25540397	11.15925514	10.72675283	10.72707589	10.88862046	10.59952903	10.64888271	10.96407872
AC006971.1	0	0	1.418354233	0	0	0	0	2.574552434	1.802297929	1.725706862	1.186186261	0
EGFR	7.247209802	7.488310582	7.010886475	8.061856299	8.410118224	7.825022332	6.652847442	6.371353525	6.019086514	6.45800251	6.917639367	6.467435516
EGFR-AS1	1.511889579	0	1.418354233	2.259885606	0.809038275	2.086901014	0	0	0	0	0	0
ELDR	0	0	0	1.533447487	0.809038275	2.086901014	0	1.16299331	0	0	0	0
LANCL2	8.098797403	7.571187969	8.109445787	7.944696797	7.645956843	8.0494568	8.992129651	9.002241078	9.133331579	8.921214192	9.13171899	9.043026558
VOPP1	8.108509942	8.341344297	8.135425735	8.356880628	8.053758531	8.407862535	7.618144005	7.477416684	7.389562167	7.827357282	7.808727651	7.849624791
TUBBP6	2.233785714	1.551079271	0.876882044	1.533447487	0	0.857651675	1.177010844	1.16299331	1.410613601	1.343851745	2.270981161	2.044263835
FKBP9P1	0.945545212	0	0.876882044	3.100821274	2.462643589	2.339260426	3.62640446	3.87099289	4.136275145	3.815102767	4.657330178	3.912728777
SEPT14	0	0	0.876882044	0.961537214	0.809038275	0	7.618144005	7.44700183	7.403761623	7.523996497	7.65287481	7.534131833
AC092647.2	1.511889579	0	0	0	0	0	1.177010844	0	2.766543711	1.725706862	2.270981161	0
AC092647.5	0	2.281171668	0	0	0.809038275	1.391862627	0	0	0	0.823048594	1.828228788	0
ZNF713	5.723867825	5.926977782	5.854877051	5.877508915	6.003863529	5.970820525	5.57470374	6.235591582	6.272230322	5.893718348	5.735946501	5.91571025
NIPSNAP2	10.58425203	10.70378961	10.59728946	10.57849535	10.60034497	10.73328724	10.08250317	9.716284522	9.96134913	10.23997993	9.9337441	10.04592903
MRPS17	6.230228498	5.994054449	6.299856435	6.414763944	6.20844277	6.043670514	6.854969459	7.44700183	7.19916372	7.13149095	7.348631107	7.296745323
PSPH	9.181459842	9.450780956	9.238514529	8.977453882	9.055126324	9.316679025	10.2768686	10.10352918	10.31409728	10.21685636	10.07691788	10.2166498
CCT6A	12.9609326	12.74836329	13.11991248	12.69969853	12.4958398	12.83015189	13.46116742	13.44814786	13.56140639	13.46948223	13.42031334	13.48851551
SNORA22B	0	2.763642785	0	1.533447487	1.324284239	1.391862627	1.816458915	0	0.871253083	1.725706862	0	0
SNORA15	0	0	2.777117774	0	0	0.857651675	3.296831344	1.16299331	2.363523009	1.725706862	3.485946329	1.357447143
SUMF2	10.30689101	10.14858859	10.41398279	10.14970361	10.13898923	10.39600436	10.77531193	10.40192906	10.50648322	10.70898082	10.66936644	10.6132723
PHKG1	3.598245958	3.413027208	3.759798466	2.932001872	3.32546087	2.5539792	3.47100858	4.688421414	3.748328731	4.224212462	4.027335493	3.577271258
CHCHD2	9.76559386	9.749830232	9.932334851	9.639792424	9.555147151	10.53751532	11.77386156	11.64916953	11.86661756	11.89665789	11.79234364	11.63990351
NUPR2	0	0	0	0	0	0	4.011937249	2.574552434	2.11003049	2.674456859	3.909825551	2.044263835
AC073136.1	1.917527128	2.542482646	1.418354233	1.941914322	1.703158005	1.391862627	3.098700626	2.847210617	2.11003049	3.119589346	2.270981161	2.85783274
AC092423.1	0	0	0	0	0	0	0	1.16299331	1.410613601	2.276705773	0	0
AC092447.7	0	0	0	0	0	0	5.182302479	5.76251524	5.129253868	5.511282904	4.027335493	5.672256737
AC092447.5	0	0	0	0	0	1.391862627	3.098700626	0	0.871253083	2.276705773	2.88313614	2.507652902
AC092447.2	1.917527128	3.413027208	3.227128281	1.941914322	2.462643589	1.780838754	1.177010844	1.798436614	2.766543711	2.838573386	3.113204622	0
AC092447.1	0.945545212	1.551079271	0	0.961537214	0	0.857651675	1.177010844	1.798436614	0.871253083	1.343851745	2.609286169	0
AC095038.1	0	0	0	0	0	0	0	1.16299331	1.802297929	1.343851745	0	1.357447143
AC118758.3	0	0	0.876882044	0	2.462643589	1.391862627	2.257986488	2.238067221	2.363523009	0	1.186186261	1.357447143
ZNF479	0	0	0	0	0	0	3.098700626	4.096751	3.834712907	3.354689889	3.311580062	2.507652902
AC099654.2	0	0	0	1.941914322	0.809038275	0	0	3.076438072	0.871253083	0	0	1.357447143
AC099654.6	0	0	0	0	0	0	4.845174823	5.157772597	5.129253868	6.001566225	5.385987816	5.144491127
AC099654.7	0	0	0	0	0	0	1.177010844	0	2.11003049	0	2.270981161	0
MTCO3P10	0	0	0	0	0	0	2.595578256	0	0.871253083	2.489245621	1.186186261	0
AC099654.5	0	0	0	0	0	0	0	1.16299331	0.871253083	1.725706862	1.828228788	2.044263835
MTND4P4	0	0	0	0	0	0	2.868961421	2.847210617	0.871253083	2.489245621	1.828228788	1.357447143
MTND5P6	0	0	0	0	0	0	1.816458915	3.60323329	0.871253083	2.985912803	3.485946329	2.507652902
MTCYBP29	0	0	0	0	0	0	1.816458915	1.798436614	0	1.725706862	2.88313614	1.357447143
GUSBP10	0	0	0	0	0	0	1.177010844	3.076438072	3.452992364	3.119589346	2.88313614	2.507652902
MTND1P4	0	0	0	0	0	0	0	2.574552434	2.11003049	0	0	0
MTND2P6	0	0	0	0	0	0	0	0	0	0.823048594	2.270981161	2.507652902
AC099654.3	0	0	0	0	0	0	0	1.16299331	0.871253083	2.489245621	1.828228788	3.374884031
AC099654.8	0	0	0	0	0	0	2.257986488	0	0.871253083	2.276705773	0	0
MTND4P5	0	0	0	0	0	0	1.816458915	1.798436614	0	0	0	2.044263835
GUSBP12	0	0	0	0	0	0	3.62640446	2.847210617	2.766543711	3.815102767	2.88313614	1.357447143
AC237221.1	0	0	0	0	0	0	3.47100858	2.238067221	2.363523009	3.119589346	3.641492616	2.044263835
ZNF716	0	0	0	1.941914322	0	0.857651675	7.767558391	7.536387834	7.61987696	7.430605782	7.314356864	7.4070968
VN1R32P	0	0	0	0	0	0	1.177010844	0	0	0	1.828228788	2.507652902
AC079355.2	0	0	0	0	0	0	1.816458915	1.16299331	1.410613601	1.343851745	1.186186261	0
GABPAP	0.945545212	1.961824861	0	2.259885606	0.809038275	0	1.816458915	1.16299331	2.57906095	2.674456859	2.270981161	1.357447143
NMD3P1	0	0	1.811144853	0	0	0	0	1.16299331	0.871253083	0	0	2.044263835
AC092634.4	0	0	0	0	0	0	1.816458915	0	1.802297929	0	1.828228788	0
AC115220.1	0	0	0	0	0	0	2.868961421	2.574552434	2.363523009	4.100300671	2.88313614	3.912728777
AC115220.2	0	0	0	0	0	0	2.595578256	2.238067221	3.33938848	3.119589346	1.828228788	2.507652902
ZNF727	1.511889579	0	1.418354233	0.961537214	1.324284239	0	11.42661725	11.14847873	11.27590995	11.18989276	11.2941568	11.26997739
TRIM60P17	0	0	0	0	0	0	3.766677978	4.096751	4.136275145	4.100300671	4.420082664	2.044263835
GUSBP6	0	0	0	0	0	0	3.62640446	4.291915202	4.69362809	4.84242862	4.982405028	2.507652902
MTCO3P8	0	0	0	0	0	0	1.177010844	0	0.871253083	1.725706862	3.781888659	1.357447143
MTCO2P8	0	0	0	0	0	0	1.816458915	1.16299331	1.802297929	2.276705773	0	0
MTCO1P8	0	0	0	0	0	0	2.595578256	1.16299331	0.871253083	1.725706862	2.270981161	0
MTND2P4	0	0	0	0	0	0	1.816458915	1.16299331	3.081213387	1.725706862	2.609286169	2.507652902
AC091685.2	0.945545212	0.974662474	0.876882044	0.961537214	0	0	2.868961421	3.076438072	3.216068406	3.556793131	4.237032786	2.507652902
VN1R37P	0	0	0	0	0	0	1.177010844	0	1.410613601	0	0	2.044263835
ZNF735	0	0	0.876882044	0	0	0	6.417721479	6.085714238	6.776523664	6.814106455	7.446823383	6.884763126
ZNF679	0	0	0	0	0	0	5.455381684	5.345357078	5.290776338	5.777152251	5.835979275	5.91571025
ZNF736	1.917527128	0	2.373512039	0.961537214	0.809038275	1.391862627	10.81725688	10.68534279	10.63542271	10.55670518	10.72478548	10.76215825
AC073270.2	0	0	0	0	0	0	3.894513133	1.798436614	2.363523009	3.64813256	3.113204622	4.184712822
YWHAEP1	1.511889579	1.551079271	0	0.961537214	0.809038275	0.857651675	3.098700626	0	0	1.725706862	2.88313614	2.85783274
ZNF680P1	0	0	0	0	0	0	5.57470374	5.587670569	5.059216417	5.330062242	5.628457506	5.672256737
HNRNPCP7	0.945545212	0.974662474	1.418354233	0	0.809038275	0.857651675	1.177010844	1.798436614	2.11003049	2.985912803	1.186186261	2.507652902
ZNF680	6.889855645	6.519275331	6.330167672	6.581025426	6.413269596	5.635904652	10.69637446	10.7980775	10.68349959	10.67612688	10.53815247	10.79931212
BNIP3P42	0	1.551079271	0	0	0.809038275	0	1.816458915	0	1.802297929	0.823048594	1.186186261	0
AC016769.3	0	0	0	0	0	0	0	2.574552434	1.410613601	1.725706862	3.113204622	2.044263835
AC016769.1	2.233785714	1.551079271	0.876882044	1.533447487	2.647153715	2.086901014	0	0	1.410613601	1.343851745	1.186186261	0
AC016769.2	0	0	0.876882044	0	0	0	3.62640446	2.847210617	4.202752453	3.964737661	4.027335493	4.51553538
AC016769.5	0	0	0.876882044	0	0	0	7.672662793	7.583753516	7.736660799	7.17820935	7.538756287	7.446395418
AC016769.6	0	0	0	0	0	0	1.177010844	2.238067221	1.410613601	1.343851745	0	0
ZNF107	9.190633237	9.406326897	9.060123559	8.870550263	9.34098305	8.48836262	10.33436595	10.58648994	10.44258485	10.47875588	10.65460186	10.79043116
BNIP3P11	1.511889579	1.551079271	3.092143075	2.259885606	0	0.857651675	3.47100858	3.87099289	2.766543711	3.119589346	4.027335493	1.357447143
AC091799.1	0	0.974662474	0	0	1.324284239	0.857651675	0	2.574552434	0.871253083	0	0	0
ZNF138	9.306975384	9.554418314	9.181467119	9.162944608	9.391936207	8.844952913	10.18139067	10.38464799	10.27600929	10.30369929	10.35638906	10.58420348
AC073349.4	1.917527128	3.413027208	1.418354233	1.941914322	3.784999407	1.391862627	4.487893284	3.076438072	4.78324885	4.338318258	4.135990757	4.784469108
AC073349.2	5.999150525	5.832396882	5.746671161	5.20947609	5.12275305	4.878873474	3.098700626	3.988283377	3.916215576	4.100300671	4.331458962	3.577271258
SEPHS1P1	1.917527128	0	2.58938312	0.961537214	0	0.857651675	0	0	0.871253083	0	2.270981161	0
EEF1DP4	0	0	1.811144853	0	0	0	0	0	0	0	0	2.044263835
AC092161.1	8.872175802	8.867842751	8.961910625	8.719862414	8.849406302	8.731010279	11.23310258	11.13820369	11.21380033	11.20876844	11.12155318	11.10581843
VN1R42P	2.233785714	3.124568183	3.759798466	3.6286109	0.809038275	3.054636104	3.098700626	2.574552434	2.932440767	3.64813256	2.88313614	3.577271258
MTDHP1	3.358841516	2.542482646	3.227128281	3.51364503	2.647153715	2.740842137	1.177010844	2.847210617	1.410613601	2.0273529	1.828228788	1.357447143
AC073210.3	2.233785714	3.538165047	3.227128281	2.740777035	2.95761526	2.339260426	4.966516992	3.743316111	3.558299915	3.556793131	4.582500361	4.51553538
ZNF117	9.479690878	9.543263918	9.082554125	9.371284112	9.674133598	8.448673977	9.463407224	9.737382885	9.404436654	9.403170698	9.615003487	9.656699961
ERV3-1	7.753635593	7.971439959	7.537955133	8.020345324	7.903265278	7.449449709	8.033660711	7.847087721	7.625946213	7.694390228	7.596943615	7.695057144
CCT6P3	4.648110535	5.235608071	4.87959177	3.6286109	4.511547119	5.065376388	6.236561683	6.111800182	5.592974508	6.018782329	5.835979275	6.023585019
AC073210.1	0	0	2.373512039	2.740777035	1.324284239	1.391862627	1.177010844	0	0.871253083	1.343851745	1.828228788	1.357447143
GTF2IP14	2.233785714	3.124568183	1.811144853	3.51364503	3.429824881	2.740842137	3.098700626	4.380414052	3.834712907	3.64813256	4.027335493	2.044263835
INTS4P1	2.493028031	2.281171668	2.58938312	2.520276096	2.810719665	0.857651675	4.64157403	4.756143877	4.441700992	4.954032389	4.728469356	4.610859858
AC104073.2	0	2.281171668	0	0.961537214	0	0	1.177010844	3.988283377	3.081213387	3.556793131	1.828228788	3.577271258
AC104073.1	0.945545212	0	0	0	1.703158005	0	4.120519134	4.942100143	3.834712907	3.815102767	2.609286169	4.413464022
AC104073.4	4.41752612	3.759939612	3.846236021	4.318148709	3.527145867	4.518933552	6.284028524	6.259124424	6.225030842	5.855899875	6.455068857	6.187182456
AC104073.3	0	0	0	0.961537214	1.703158005	2.086901014	2.868961421	1.798436614	0.871253083	2.0273529	1.186186261	2.85783274
RSL24D1P3	0	1.551079271	1.811144853	1.941914322	1.324284239	0.857651675	2.595578256	2.238067221	1.410613601	2.489245621	2.88313614	3.374884031
AC092685.1	4.142944211	3.759939612	4.338941351	3.6286109	4.307507054	2.339260426	6.520384928	6.964878442	6.539885654	6.602031563	6.917639367	6.765530091
ZNF92	10.06397965	10.23431591	10.12077557	9.967856307	10.25540397	9.821538135	10.58233953	10.75113345	10.67620663	10.55301693	10.49799777	10.6627746
AC073107.1	3.704530666	3.275995195	2.373512039	3.388718233	3.429824881	3.965096579	1.177010844	2.238067221	3.558299915	2.674456859	2.609286169	2.044263835
INTS4P2	2.493028031	0.974662474	0	2.259885606	3.090926429	1.780838754	0	0	0	0	0	2.85783274
CCT6P1	6.398016679	6.730704758	6.459199226	5.923272255	6.251800713	5.538439875	6.80703125	6.732449775	6.287626456	6.590563352	6.613801552	6.723490594
SNORA22	0.945545212	3.413027208	0	1.941914322	2.810719665	1.780838754	0	2.847210617	3.081213387	1.725706862	1.828228788	0
AC073107.2	0	0.974662474	2.58938312	0	2.251026904	1.391862627	2.595578256	0	0	0	1.186186261	1.357447143
GTF2IP5	2.233785714	1.961824861	2.119558269	1.941914322	2.647153715	3.054636104	3.47100858	2.847210617	1.802297929	2.276705773	1.828228788	2.85783274
AC093582.1	0	0	1.811144853	0.961537214	0.809038275	2.5539792	0	0	0.871253083	1.343851745	1.186186261	2.044263835
VKORC1L1	10.56056596	10.53010654	10.63192142	10.46800421	10.47483504	10.35723012	10.64389863	10.43200517	10.57317844	10.70033712	10.75064895	10.7595603
GUSB	9.707664123	9.676853814	9.887176217	9.723010567	9.572350803	9.963245783	9.541166514	9.639911338	9.70315617	9.611848682	9.472041623	9.602643077
ASL	7.814241571	7.800846313	7.782260259	7.798878708	7.503749004	7.976905865	8.457708044	8.3527658	8.458501732	8.346856189	8.468887383	8.341625325
CRCP	9.013282283	9.25045066	8.915185199	8.92499204	8.927244184	8.787781354	9.383942556	9.09343017	9.26166367	9.243920234	9.074844652	9.257068805
AC068533.3	0	1.551079271	1.811144853	0	0	0	0	0	0	1.725706862	0	2.044263835
TPST1	8.246858006	8.173047714	7.720667993	8.284208138	8.639633038	7.900512366	8.240303227	7.759045806	8.114474255	8.357044752	8.163463232	8.116497498
RNU6-313P	1.511889579	2.763642785	0	1.533447487	1.324284239	0.857651675	0	0	0	1.343851745	1.186186261	0
LINC00174	7.554858552	7.400380467	7.387535149	7.636647859	7.455113487	7.469419839	7.25105037	7.189707963	6.891828027	7.193451899	6.871238504	7.161590967
AC008267.2	0	0.974662474	0.876882044	2.259885606	2.002944579	2.339260426	0	1.16299331	1.802297929	0.823048594	0	0
AC008267.4	0	1.961824861	0	0	0	0	1.816458915	2.574552434	1.802297929	0	1.186186261	0
AC008267.8	0	1.551079271	0	2.259885606	1.324284239	1.391862627	0	0	2.11003049	0	0	0
